baseline_risk,case_id,confidence_score,downside_exposure,expected_benefit,expected_loss,expected_net_value,governance_burden,interpretation,intervention_cost,max_regret_reference,option_name,post_intervention_risk,regret,risk_reduction
0.440275,141,0.726345,64.69643,59.870341,60.268125,-27.917841,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.520057,-23.61103,targeted_intervention,0.343415,4.306811,0.22
0.440275,141,0.726345,69.661638,73.95748,50.996106,-23.61103,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,46.572404,-23.61103,intensive_review,0.290581,0.0,0.34
0.32736,142,0.728533,50.630661,0.0,37.424506,-37.424506,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-15.946926,monitor_only,0.32736,21.47758,0.0
0.32736,142,0.728533,39.537931,23.602409,33.682056,-22.589326,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.509679,-15.946926,light_touch_support,0.294624,6.6424,0.1
0.32736,142,0.728533,37.386472,36.47645,29.191115,-15.946926,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.232261,-15.946926,targeted_intervention,0.255341,0.0,0.22
0.32736,142,0.728533,44.887651,45.059144,24.700174,-18.957164,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,39.316134,-15.946926,intensive_review,0.216058,3.010238,0.34
0.164891,143,0.689868,21.318643,0.0,14.068437,-14.068437,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-12.774336,monitor_only,0.164891,1.294101,0.0
0.164891,143,0.689868,21.431385,13.692924,12.661594,-12.774336,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.805667,-12.774336,light_touch_support,0.148402,0.0,0.1
0.164891,143,0.689868,25.795946,21.161792,10.973381,-15.450684,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.639095,-12.774336,targeted_intervention,0.128615,2.676348,0.22
0.164891,143,0.689868,38.566844,26.141037,9.285169,-26.53337,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,43.389238,-12.774336,intensive_review,0.108828,13.759034,0.34
0.372059,144,0.734503,74.029313,0.0,53.959651,-53.959651,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-30.630953,monitor_only,0.372059,23.328698,0.0
0.372059,144,0.734503,63.721368,24.658453,48.563686,-38.255741,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.350508,-30.630953,light_touch_support,0.334853,7.624788,0.1
0.372059,144,0.734503,62.571738,38.108518,42.088528,-30.630953,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.650943,-30.630953,targeted_intervention,0.290206,0.0,0.22
0.372059,144,0.734503,72.055681,47.075228,35.61337,-33.639738,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,45.101596,-30.630953,intensive_review,0.245559,3.008785,0.34
0.638826,145,0.845702,174.136923,0.0,144.319676,-144.319676,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-2.003315,monitor_only,0.638826,142.316361,0.0
0.638826,145,0.845702,114.940221,75.216118,129.887709,-70.691007,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.019416,-2.003315,light_touch_support,0.574943,68.687692,0.1
0.638826,145,0.845702,87.644176,116.243091,112.569347,-26.0766,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.750344,-2.003315,targeted_intervention,0.498284,24.073285,0.22
0.638826,145,0.845702,80.889252,143.594407,95.250986,-2.003315,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,50.346736,-2.003315,intensive_review,0.421625,0.0,0.34
0.867598,146,0.685502,274.86366,0.0,238.471162,-238.471162,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-48.634205,monitor_only,0.867598,189.836957,0.0
0.867598,146,0.685502,206.52869,85.924128,214.624046,-146.289075,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.589158,-48.634205,light_touch_support,0.780838,97.65487,0.1
0.867598,146,0.685502,174.737405,132.791834,186.007506,-85.881251,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.665578,-48.634205,targeted_intervention,0.676726,37.247046,0.22
0.867598,146,0.685502,166.106899,164.036971,157.390967,-48.634205,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,55.28021,-48.634205,intensive_review,0.572615,0.0,0.34
0.50335,147,0.93489,98.90191,0.0,74.428767,-74.428767,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,1.572048,monitor_only,0.50335,76.000815,0.0
0.50335,147,0.93489,61.974784,52.977335,66.98589,-30.058765,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.050209,1.572048,light_touch_support,0.453015,31.630813,0.1
0.50335,147,0.93489,46.835378,81.874063,58.054438,-5.987907,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.807531,1.572048,targeted_intervention,0.392613,7.559955,0.22
0.50335,147,0.93489,48.206876,101.138548,49.122986,1.572048,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,50.443514,1.572048,intensive_review,0.332211,0.0,0.34
0.531544,148,0.72162,137.151269,0.0,112.638568,-112.638568,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-61.155032,monitor_only,0.531544,51.483536,0.0
0.531544,148,0.72162,118.854863,35.919745,101.374712,-83.078305,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.623339,-61.155032,light_touch_support,0.47839,21.923273,0.1
0.531544,148,0.72162,114.367993,55.512334,87.858083,-65.074807,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.729057,-61.155032,targeted_intervention,0.414604,3.919775,0.22
0.531544,148,0.72162,123.964846,68.574059,74.341455,-61.155032,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,55.387636,-61.155032,intensive_review,0.350819,0.0,0.34
0.490009,149,0.85218,163.704561,0.0,137.191291,-137.191291,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-23.204364,monitor_only,0.490009,113.986927,0.0
0.490009,149,0.85218,120.817069,54.66787,123.472162,-80.58467,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.780378,-23.204364,light_touch_support,0.441008,57.380306,0.1
0.490009,149,0.85218,101.095698,84.486708,107.009207,-44.400344,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.877845,-23.204364,targeted_intervention,0.382207,21.19598,0.22
0.490009,149,0.85218,96.362673,104.365933,90.546252,-23.204364,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,37.024045,-23.204364,intensive_review,0.323406,0.0,0.34
0.340856,150,0.723958,85.978094,0.0,65.390553,-65.390553,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-39.717981,monitor_only,0.340856,25.672572,0.0
0.340856,150,0.723958,76.741871,20.740029,58.851497,-49.615274,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.503805,-39.717981,light_touch_support,0.30677,9.897293,0.1
0.340856,150,0.723958,75.289532,32.052772,51.004631,-40.316069,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.36421,-39.717981,targeted_intervention,0.265868,0.598088,0.22
0.340856,150,0.723958,82.53831,39.5946,43.157765,-39.717981,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,36.154817,-39.717981,intensive_review,0.224965,0.0,0.34
0.23214,151,0.829985,43.617694,0.0,27.607505,-27.607505,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-19.865497,monitor_only,0.23214,7.742008,0.0
0.23214,151,0.829985,40.074349,15.759784,24.846755,-21.30341,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.216439,-19.865497,light_touch_support,0.208926,1.437913,0.1
0.23214,151,0.829985,41.949337,24.35603,21.533854,-19.865497,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.687673,-19.865497,targeted_intervention,0.181069,0.0,0.22
0.23214,151,0.829985,51.925356,30.086861,18.220954,-26.528616,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,38.394523,-19.865497,intensive_review,0.153212,6.663119,0.34
0.517024,152,0.775975,131.46282,0.0,107.28481,-107.28481,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-34.616887,monitor_only,0.517024,72.667923,0.0
0.517024,152,0.775975,104.701773,38.836417,96.556329,-69.795282,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.07537,-34.616887,light_touch_support,0.465322,35.178395,0.1
0.517024,152,0.775975,93.86859,60.019918,83.682152,-46.087922,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.425688,-34.616887,targeted_intervention,0.403279,11.471035,0.22
0.517024,152,0.775975,95.271733,74.142252,70.807975,-34.616887,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,37.951164,-34.616887,intensive_review,0.341236,0.0,0.34
0.242763,153,0.719258,33.179226,0.0,24.553833,-24.553833,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-17.788315,monitor_only,0.242763,6.765518,0.0
0.242763,153,0.719258,29.530897,17.362838,22.09845,-18.45012,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.714509,-17.788315,light_touch_support,0.218487,0.661805,0.1
0.242763,153,0.719258,31.815551,26.833477,19.15199,-17.788315,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.469802,-17.788315,targeted_intervention,0.189355,0.0,0.22
0.242763,153,0.719258,43.134732,33.147236,16.20553,-26.161035,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,43.102742,-17.788315,intensive_review,0.160224,8.37272,0.34
0.228978,154,0.803889,68.642859,0.0,45.320794,-45.320794,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-45.320794,monitor_only,0.228978,0.0,0.0
0.228978,154,0.803889,75.341414,10.34461,40.788715,-47.487269,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.043165,-45.320794,light_touch_support,0.20608,2.166475,0.1
0.228978,154,0.803889,84.307326,15.987125,35.350219,-51.014687,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,31.651592,-45.320794,targeted_intervention,0.178603,5.693893,0.22
0.228978,154,0.803889,102.45829,19.748801,29.911724,-63.727156,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,53.564233,-45.320794,intensive_review,0.151125,18.406362,0.34
0.517393,155,0.775825,84.546218,0.0,66.993727,-66.993727,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-14.776404,monitor_only,0.517393,52.217323,0.0
0.517393,155,0.775825,61.284994,35.393451,60.294354,-37.033131,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.132228,-14.776404,light_touch_support,0.465654,22.256727,0.1
0.517393,155,0.775825,52.378528,54.69897,52.255107,-20.087418,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.531281,-14.776404,targeted_intervention,0.403567,5.311014,0.22
0.517393,155,0.775825,55.106761,67.569316,44.21586,-14.776404,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,38.12986,-14.776404,intensive_review,0.341479,0.0,0.34
0.45735,156,0.72728,109.645799,0.0,87.951793,-87.951793,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-29.801549,monitor_only,0.45735,58.150244,0.0
0.45735,156,0.72728,84.540594,41.057565,79.156613,-54.051409,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.952361,-29.801549,light_touch_support,0.411615,24.24986,0.1
0.45735,156,0.72728,75.819011,63.452601,68.602398,-34.77561,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.625813,-29.801549,targeted_intervention,0.356733,4.974061,0.22
0.45735,156,0.72728,81.399165,78.382625,58.048183,-29.801549,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,50.135991,-29.801549,intensive_review,0.301851,0.0,0.34
0.425799,157,0.701964,90.444633,0.0,68.920702,-68.920702,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-38.785149,monitor_only,0.425799,30.135553,0.0
0.425799,157,0.701964,78.629759,24.664271,62.028632,-50.213759,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.849398,-38.785149,light_touch_support,0.383219,11.42861,0.1
0.425799,157,0.701964,76.19029,38.11751,53.758148,-39.503805,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.863167,-38.785149,targeted_intervention,0.332123,0.718656,0.22
0.425799,157,0.701964,83.742119,47.086336,45.487663,-38.785149,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,40.383822,-38.785149,intensive_review,0.281027,0.0,0.34
0.216754,158,0.763674,45.186604,0.0,29.430132,-29.430132,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-26.161732,monitor_only,0.216754,3.2684,0.0
0.216754,158,0.763674,45.077742,10.935286,26.487118,-26.378257,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.826424,-26.161732,light_touch_support,0.195079,0.216525,0.1
0.216754,158,0.763674,48.392833,16.899988,22.955503,-26.161732,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,20.106217,-26.161732,targeted_intervention,0.169068,0.0,0.22
0.216754,158,0.763674,58.336054,20.876455,19.423887,-32.573336,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,34.025905,-26.161732,intensive_review,0.143058,6.411604,0.34
0.238306,159,0.718381,36.61165,0.0,25.987245,-25.987245,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-6.109002,monitor_only,0.238306,19.878243,0.0
0.238306,159,0.718381,26.024389,18.019354,23.388521,-12.801259,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,7.432092,-6.109002,light_touch_support,0.214475,6.692257,0.1
0.238306,159,0.718381,22.566015,27.848093,20.270051,-6.224416,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.802457,-6.109002,targeted_intervention,0.185879,0.115414,0.22
0.238306,159,0.718381,25.56907,34.400585,17.151582,-6.109002,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.358005,-6.109002,intensive_review,0.157282,0.0,0.34
0.388146,160,0.838732,136.869491,0.0,92.382265,-92.382265,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-66.424181,monitor_only,0.388146,25.958084,0.0
0.388146,160,0.838732,129.974618,23.006246,83.144039,-76.249166,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.111373,-66.424181,light_touch_support,0.349331,9.824985,0.1
0.388146,160,0.838732,131.235505,35.555107,72.058167,-66.424181,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.921121,-66.424181,targeted_intervention,0.302754,0.0,0.22
0.388146,160,0.838732,143.58422,43.921015,60.972295,-67.687024,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,50.635743,-66.424181,intensive_review,0.256176,1.262843,0.34
0.135361,161,0.844007,39.96515,0.0,20.516709,-20.516709,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-20.516709,monitor_only,0.135361,0.0,0.0
0.135361,161,0.844007,43.285773,7.185174,18.465038,-21.785661,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.505797,-20.516709,light_touch_support,0.121825,1.268952,0.1
0.135361,161,0.844007,48.371557,11.10436,16.003033,-24.40944,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.510767,-20.516709,targeted_intervention,0.105582,3.892731,0.22
0.135361,161,0.844007,59.26622,13.71715,13.541028,-32.842098,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,33.01822,-20.516709,intensive_review,0.089338,12.325389,0.34
0.330731,162,0.873248,70.970014,0.0,54.319087,-54.319087,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-36.757393,monitor_only,0.330731,17.561694,0.0
0.330731,162,0.873248,64.367891,21.334099,48.887178,-42.285056,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.731977,-36.757393,light_touch_support,0.297658,5.527663,0.1
0.330731,162,0.873248,65.358519,32.970881,42.368888,-36.757393,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.359385,-36.757393,targeted_intervention,0.25797,0.0,0.22
0.330731,162,0.873248,76.541777,40.728735,35.850598,-41.422361,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,46.300498,-36.757393,intensive_review,0.218282,4.664968,0.34
0.142028,163,0.886569,46.622193,0.0,27.007218,-27.007218,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-27.007218,monitor_only,0.142028,0.0,0.0
0.142028,163,0.886569,51.588086,5.704334,24.306497,-29.27239,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.670227,-27.007218,light_touch_support,0.127825,2.265172,0.1
0.142028,163,0.886569,57.62254,8.81579,21.06563,-32.065977,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.816137,-27.007218,targeted_intervention,0.110782,5.058759,0.22
0.142028,163,0.886569,69.2671,10.890093,17.824764,-40.469672,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,33.535,-27.007218,intensive_review,0.093738,13.462454,0.34
0.438041,164,0.805719,100.001413,0.0,77.670971,-77.670971,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-11.324296,monitor_only,0.438041,66.346675,0.0
0.438041,164,0.805719,70.810056,41.989901,69.903874,-40.712517,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.798543,-11.324296,light_touch_support,0.394237,29.388221,0.1
0.438041,164,0.805719,58.876653,64.893483,60.583358,-19.458598,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.768723,-11.324296,targeted_intervention,0.341672,8.134302,0.22
0.438041,164,0.805719,60.062868,80.162538,51.262841,-11.324296,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,40.223993,-11.324296,intensive_review,0.289107,0.0,0.34
0.296505,165,0.793058,59.812604,0.0,41.320544,-41.320544,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-24.273978,monitor_only,0.296505,17.046566,0.0
0.296505,165,0.793058,52.421838,18.511002,37.18849,-29.797723,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.120235,-24.273978,light_touch_support,0.266855,5.523745,0.1
0.296505,165,0.793058,51.856558,28.607912,32.230024,-24.273978,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,20.651866,-24.273978,targeted_intervention,0.231274,0.0,0.22
0.296505,165,0.793058,59.42273,35.339185,27.271559,-26.881685,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,34.949311,-24.273978,intensive_review,0.195693,2.607707,0.34
0.425712,166,0.883629,59.690024,0.0,45.505152,-45.505152,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-22.428275,monitor_only,0.425712,23.076877,0.0
0.425712,166,0.883629,47.906134,28.293085,40.954637,-29.170747,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.509195,-22.428275,light_touch_support,0.383141,6.742472,0.1
0.425712,166,0.883629,46.624281,43.725677,35.494019,-22.428275,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,30.659934,-22.428275,targeted_intervention,0.332055,0.0,0.22
0.425712,166,0.883629,57.561994,54.014072,30.0334,-27.90537,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,51.886042,-22.428275,intensive_review,0.28097,5.477095,0.34
0.220187,167,0.858534,33.832865,0.0,23.028638,-23.028638,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-17.30352,monitor_only,0.220187,5.725118,0.0
0.220187,167,0.858534,31.484523,11.878498,20.725774,-18.377432,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,9.530156,-17.30352,light_touch_support,0.198168,1.073912,0.1
0.220187,167,0.858534,33.174047,18.357679,17.962337,-17.30352,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.698861,-17.30352,targeted_intervention,0.171746,0.0,0.22
0.220187,167,0.858534,41.107651,22.677132,15.198901,-22.473687,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.951919,-17.30352,intensive_review,0.145323,5.170167,0.34
0.267229,168,0.756974,38.683065,0.0,29.035795,-29.035795,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-22.857126,monitor_only,0.267229,6.178669,0.0
0.267229,168,0.756974,35.592859,19.083678,26.132216,-23.04201,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.993473,-22.857126,light_touch_support,0.240506,0.184884,0.1
0.267229,168,0.756974,38.892271,29.492957,22.64792,-22.857126,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.702163,-22.857126,targeted_intervention,0.208439,0.0,0.22
0.267229,168,0.756974,52.515788,36.432477,19.163625,-32.996348,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,50.2652,-22.857126,intensive_review,0.176371,10.139222,0.34
0.247959,169,0.836894,54.820123,0.0,37.185658,-37.185658,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-24.440261,monitor_only,0.247959,12.745397,0.0
0.247959,169,0.836894,49.694743,15.894119,33.467092,-28.341712,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.768739,-24.440261,light_touch_support,0.223163,3.901451,0.1
0.247959,169,0.836894,50.255571,24.563638,29.004813,-24.440261,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.999086,-24.440261,targeted_intervention,0.193408,0.0,0.22
0.247959,169,0.836894,58.321413,30.343318,24.542534,-28.043824,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,33.844608,-24.440261,intensive_review,0.163653,3.603563,0.34
0.099354,170,0.827324,17.062571,0.0,7.811781,-7.811781,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-7.256104,monitor_only,0.099354,0.555677,0.0
0.099354,170,0.827324,17.288071,6.461859,7.030603,-7.256104,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,6.68736,-7.256104,light_touch_support,0.089419,0.0,0.1
0.099354,170,0.827324,19.495444,9.98651,6.093189,-8.526062,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.419383,-7.256104,targeted_intervention,0.077496,1.269958,0.22
0.099354,170,0.827324,25.743711,12.336277,5.155776,-13.836916,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.017417,-7.256104,intensive_review,0.065574,6.580812,0.34
0.598062,171,0.848028,161.565519,0.0,129.420428,-129.420428,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-17.783706,monitor_only,0.598062,111.636722,0.0
0.598062,171,0.848028,118.027603,56.088156,116.478385,-72.940469,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.55024,-17.783706,light_touch_support,0.538256,55.156763,0.1
0.598062,171,0.848028,98.191412,86.681696,100.947934,-37.573827,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.307589,-17.783706,targeted_intervention,0.466488,19.790121,0.22
0.598062,171,0.848028,93.931742,107.077389,85.417482,-17.783706,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,39.443612,-17.783706,intensive_review,0.394721,0.0,0.34
0.156724,172,0.738386,39.940394,0.0,25.150241,-25.150241,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-23.120006,monitor_only,0.156724,2.030235,0.0
0.156724,172,0.738386,40.425184,13.508338,22.635217,-23.120006,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.993127,-23.120006,light_touch_support,0.141052,0.0,0.1
0.156724,172,0.738386,45.051108,20.876523,19.617188,-24.727902,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.987237,-23.120006,targeted_intervention,0.122245,1.607896,0.22
0.156724,172,0.738386,58.130149,25.788646,16.599159,-34.788914,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,43.9784,-23.120006,intensive_review,0.103438,11.668908,0.34
0.550272,173,0.787935,142.346672,0.0,115.42486,-115.42486,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-74.052436,monitor_only,0.550272,41.372424,0.0
0.550272,173,0.787935,130.312102,28.931706,103.882374,-91.847805,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.897136,-74.052436,light_touch_support,0.495245,17.795369,0.1
0.550272,173,0.787935,129.014431,44.712636,90.031391,-76.69915,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,31.380395,-74.052436,targeted_intervention,0.429212,2.646714,0.22
0.550272,173,0.787935,140.2187,55.233256,76.180408,-74.052436,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,53.105284,-74.052436,intensive_review,0.36318,0.0,0.34
0.55205,174,0.849813,168.100437,0.0,133.999065,-133.999065,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-41.228477,monitor_only,0.55205,92.770588,0.0
0.55205,174,0.849813,135.907567,43.741421,120.599159,-88.406288,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.54855,-41.228477,light_touch_support,0.496845,47.177811,0.1
0.55205,174,0.849813,121.947367,67.600378,104.519271,-58.3662,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.447307,-41.228477,targeted_intervention,0.430599,17.137723,0.22
0.55205,174,0.849813,120.889531,83.506349,88.439383,-41.228477,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,36.295443,-41.228477,intensive_review,0.364353,0.0,0.34
0.216795,175,0.949739,36.406272,0.0,30.147814,-30.147814,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-22.071599,monitor_only,0.216795,8.076215,0.0
0.216795,175,0.949739,33.117304,14.964907,27.133033,-23.844065,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.67594,-22.071599,light_touch_support,0.195115,1.772466,0.1
0.216795,175,0.949739,34.962576,23.127584,23.515295,-22.071599,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.683888,-22.071599,targeted_intervention,0.1691,0.0,0.22
0.216795,175,0.949739,44.532714,28.569369,19.897557,-28.023999,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,36.695811,-22.071599,intensive_review,0.143085,5.9524,0.34
0.515413,176,0.702658,192.097128,0.0,142.383091,-142.383091,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-73.836094,monitor_only,0.515413,68.546997,0.0
0.515413,176,0.702658,173.067827,32.153277,128.144782,-109.115481,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.123976,-73.836094,light_touch_support,0.463872,35.279387,0.1
