application_completeness,delay_days,engagement_count,group,interpretation,label_disagrees_with_construct,latent_need,observed_label,prior_access,prior_access_missing,proxy_score,true_construct_positive,unit_id
1.0,17.860072,7.255927,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.625423,1,0.662791,0,0.812597,1,402
0.720267,19.511053,7.330169,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.289603,1,,1,0.804884,0,403
0.991898,13.630416,4.990688,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.371981,1,0.508002,0,0.730777,0,404
0.921687,17.327904,6.979687,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.46451,1,0.527689,0,0.801813,0,405
0.819307,22.984453,6.515113,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.545679,1,,1,0.824479,0,406
0.635087,24.598549,8.131354,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.611225,1,0.408375,0,0.842874,1,407
0.664777,18.717384,6.579377,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.335852,1,0.564319,0,0.751085,0,408
0.637705,17.242953,7.332712,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.377521,1,0.473127,0,0.765824,0,409
0.626336,21.067326,7.351546,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.536754,1,0.410548,0,0.799889,0,410
0.670902,18.195093,9.151718,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.454584,0,0.612877,0,0.813023,0,411
0.614172,16.843486,1.950655,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.745751,1,0.311866,0,0.593348,1,412
0.680622,18.4784,9.98293,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.302883,1,0.733064,0,0.825435,0,413
1.0,23.350352,10.249429,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.772891,1,0.622453,0,0.901784,1,414
0.48403,13.987086,6.149814,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.341678,1,0.525011,0,0.658499,0,415
0.880997,20.890354,4.934011,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.223138,1,,1,0.779809,0,416
0.627013,24.753116,8.171446,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.550732,0,0.335157,0,0.849232,1,417
0.464783,23.737269,9.158847,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.479094,1,,1,0.836391,0,418
0.692095,15.818635,7.765865,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.640287,1,0.4189,0,0.782405,1,419
0.617582,23.892933,7.604182,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.627204,1,0.500612,0,0.81607,1,420
0.847643,32.323471,10.157695,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.519771,1,0.75504,0,0.914259,0,421
0.515956,22.750393,5.364147,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.752353,1,0.208398,0,0.759282,1,422
0.901795,9.932039,11.360914,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.049436,0,0.512143,0,0.852493,0,423
0.732799,17.054107,12.212875,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.168279,1,0.753012,0,0.868656,0,424
0.459797,26.994819,7.43299,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.702085,1,,1,0.817102,1,425
0.870997,24.97545,5.693908,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.291035,0,0.488175,0,0.818551,0,426
0.765217,19.651622,5.223473,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.740757,1,0.336446,0,0.76345,1,427
0.914507,15.328586,8.050427,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.291239,1,0.519087,0,0.814064,0,428
0.877547,20.310643,7.897877,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.25266,0,0.57975,0,0.832188,0,429
0.768131,25.830001,10.554419,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.75914,0,0.466036,0,0.902734,1,430
0.800295,13.624559,7.898069,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.288689,1,0.664889,0,0.762814,0,431
0.54407,12.969092,3.756981,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.725935,1,0.133069,0,0.628587,1,432
0.473029,27.246036,3.863299,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.475362,1,0.305409,0,0.732557,0,433
0.741066,16.49831,6.08719,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.487538,1,0.390121,0,0.752207,0,434
0.834814,16.355709,9.192124,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.282011,1,0.548749,0,0.832584,0,435
0.52933,17.194286,5.78626,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.261541,1,0.69622,0,0.665435,0,436
0.999815,12.133626,9.20175,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.451699,1,,1,0.842653,0,437
0.684015,26.292738,9.941959,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.500117,1,,1,0.891107,0,438
0.77365,24.905548,8.072901,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.51124,1,0.681296,0,0.841038,0,439
0.653321,17.897068,8.381573,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.0,1,0.538039,0,0.795692,0,440
0.670119,27.795959,9.107016,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.553621,1,0.511416,0,0.87596,1,441
0.732504,11.777278,9.92093,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.421798,1,0.373103,0,0.819445,0,442
0.46229,19.599487,8.070499,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.542925,1,0.570001,0,0.762541,0,443
0.674808,28.798836,7.150831,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.610641,1,0.206435,0,0.867009,1,444
0.616254,15.903023,9.578904,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.586773,1,0.899765,0,0.769496,1,445
0.918802,30.200088,12.515218,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.366134,1,,1,0.949606,0,446
0.689414,22.06352,11.527187,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.155398,0,0.529401,0,0.890265,0,447
0.959596,14.109669,8.672794,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.4861,1,0.573629,0,0.82288,0,448
0.445711,19.121852,8.078699,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.356207,1,0.298867,0,0.784444,0,449
0.82052,3.586438,8.473462,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.263237,1,0.696035,0,0.692337,0,450
0.863865,15.193258,4.979052,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.31138,1,0.472023,0,0.721957,0,451
0.697136,18.529725,5.964713,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.641587,0,0.597601,0,0.733338,1,452
0.613088,17.689406,6.204714,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.716225,1,0.500203,0,0.727584,1,453
0.756032,23.663136,3.633108,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.538575,1,0.670233,0,0.708443,0,454
0.562972,36.729116,11.611619,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.775488,1,0.579219,0,0.931135,1,455
0.496582,23.486444,4.088656,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.652356,1,,1,0.698989,1,456
0.674237,20.601127,9.194682,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.307578,1,0.66625,0,0.825836,0,457
0.670181,10.652363,5.825922,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.446723,1,0.467711,0,0.664757,0,458
0.79339,12.363647,4.044571,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.324539,1,,1,0.656234,0,459
0.78935,31.128947,5.577168,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.589275,0,,1,0.849664,1,460
0.854091,26.181727,5.862759,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.500081,0,,1,0.835211,0,461
0.57797,14.813489,8.028437,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.299585,0,0.514732,0,0.750108,0,462
0.567475,17.637531,10.83793,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.525349,1,,1,0.849873,0,463
0.506455,19.716169,3.680852,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.27483,1,0.421658,0,0.646787,0,464
0.721976,28.5451,8.345863,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.781332,1,,1,0.879525,1,465
0.704675,21.885804,6.804912,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.351372,1,0.686499,0,0.777586,0,466
0.748984,26.223466,7.12363,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.292285,1,0.371245,0,0.849862,0,467
0.931794,15.039211,5.265434,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.0,1,0.712319,0,0.715088,0,468
0.863693,11.629715,4.762271,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.051779,1,0.588301,0,0.665788,0,469
0.663052,11.404509,8.006236,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.055502,1,0.511449,0,0.737601,0,470
0.674955,20.933576,10.482736,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.427176,0,0.697991,0,0.853104,0,471
0.70949,15.723838,5.244425,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.559774,1,0.352759,0,0.717073,1,472
0.863581,22.787548,8.808779,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.570161,1,,1,0.875621,1,473
0.72552,22.423546,10.232848,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.489333,1,0.497929,0,0.876463,0,474
0.459152,18.445613,5.320956,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.284732,1,0.237396,0,0.70497,0,475
0.734919,18.024449,2.691245,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.468133,0,0.68892,0,0.610642,0,476
0.514005,16.538196,6.299784,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.458774,1,0.481409,0,0.701205,0,477
0.603982,10.595276,9.070509,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.275351,1,0.329204,0,0.771134,0,478
0.54252,4.536083,8.020063,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.577137,1,0.658872,0,0.625195,1,479
0.75074,21.32606,5.043586,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.200857,1,0.219803,0,0.781263,0,480
0.887715,24.416903,6.496667,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.597808,1,0.71052,0,0.81668,1,481
0.637927,16.960833,6.576541,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.418945,1,0.224241,0,0.76866,0,482
0.559063,20.717414,6.989595,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.501607,1,0.522279,0,0.763915,0,483
0.589785,24.98065,6.385113,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.551412,1,0.545006,0,0.783811,1,484
0.958814,5.83078,5.84309,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.553557,1,,1,0.692968,1,485
0.604733,9.624671,6.169756,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.486084,1,0.448875,0,0.65383,0,486
0.804141,8.112123,7.72487,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.0,1,0.756492,0,0.698776,0,487
0.636394,17.012915,7.453005,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.499828,1,0.369389,0,0.778102,0,488
0.734024,20.415729,10.562702,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.292869,1,0.62629,0,0.86456,0,489
0.639607,19.029881,4.633581,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.503049,1,0.349081,0,0.712971,0,490
0.623839,28.752502,7.003308,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.461283,1,0.769277,0,0.811205,0,491
0.770959,15.573858,4.631452,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.642701,1,0.51906,0,0.687816,1,492
0.909279,15.562027,4.41962,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.545972,0,,1,0.725553,0,493
0.785351,5.111005,8.252481,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.199663,1,0.819318,0,0.675555,0,494
0.840564,18.3949,6.510943,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.332571,0,,1,0.796103,0,495
0.611368,15.253199,7.388837,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.421008,1,0.698882,0,0.719345,0,496
0.72963,16.829992,10.053972,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.322004,1,,1,0.850953,0,497
0.787731,15.287292,8.298942,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.474369,1,0.501633,0,0.800895,0,498
0.946151,21.511415,8.34118,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.338403,1,0.794286,0,0.841508,0,499
0.659866,14.594803,7.578586,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.238499,1,0.640436,0,0.736516,0,500
0.742915,11.550747,8.169728,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.208074,1,0.312377,0,0.78067,0,501
0.603149,15.49708,8.711459,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.433001,1,1.0,0,0.726017,0,502
0.692256,25.514139,6.798006,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.619167,1,0.38499,0,0.829444,1,503
0.582433,17.088763,5.36327,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.247767,1,,1,0.700289,0,504
0.674673,28.481738,9.132897,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.665978,1,0.513254,0,0.880102,1,505
0.707308,19.610583,6.713927,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.319767,1,0.823988,0,0.741731,0,506
0.796261,8.870504,8.558227,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.485829,1,0.713686,0,0.736208,0,507
0.587617,19.437941,6.432036,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.613022,1,0.477509,0,0.747312,1,508
0.395852,22.31102,2.905953,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.611003,1,,1,0.621188,1,509
0.906447,13.409381,3.808385,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.0,1,0.741056,0,0.63874,0,510
0.729975,15.936807,8.426918,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.589293,1,0.530247,0,0.796375,1,511
1.0,25.642895,8.487014,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.614808,1,,1,0.897693,1,512
0.834309,8.169355,9.289958,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.353905,1,0.884118,0,0.740692,0,513
1.0,15.491327,8.408208,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.542162,1,0.546183,0,0.834065,0,514
0.861385,10.527763,10.260196,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.703796,0,0.787894,0,0.801723,1,515
0.919739,17.684167,9.64077,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.341797,1,0.837382,0,0.839108,0,516
0.778048,11.415938,4.754885,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.310721,1,,1,0.668509,0,517
0.711001,0.0,9.944886,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.268342,1,0.773036,0,0.673468,0,518
0.666839,5.346934,11.115515,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.234969,1,0.718663,0,0.757326,0,519
0.821871,32.568968,5.982172,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.869296,1,,1,0.869406,1,520
0.729143,12.779999,6.921154,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.0,1,0.587745,0,0.720197,0,521
0.768161,18.698211,8.490133,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.248091,1,0.504466,0,0.825452,0,522
0.632163,19.274823,9.259063,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.484251,1,,1,0.835152,0,523
0.733881,22.113839,7.197139,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.381151,1,,1,0.821602,0,524
0.735046,23.655331,9.654462,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.533678,1,0.695193,0,0.859831,0,525
0.614426,15.916651,7.004223,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.619402,0,,1,0.748772,1,526
1.0,17.294125,10.442726,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.355081,1,0.718114,0,0.871938,0,527
0.681111,20.215384,4.18357,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.456162,1,,1,0.711818,0,528
0.626656,22.290197,7.310302,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.360708,1,,1,0.808562,0,529
0.589103,19.804025,7.450759,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.361378,1,0.329753,0,0.794784,0,530
0.629832,21.947607,8.345538,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.727938,1,0.711903,0,0.80331,1,531
0.807082,14.556402,8.065141,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.085079,1,0.370374,0,0.805444,0,532
0.658323,18.227689,8.544938,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.445888,1,,1,0.815879,0,533
0.609606,21.591002,5.97688,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.253753,1,,1,0.764585,0,534
0.884256,6.181495,9.27728,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.110637,1,0.33036,0,0.792948,0,535
0.268123,20.452514,10.180852,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.516246,1,0.443252,0,0.804534,0,536
0.730186,13.903542,4.631669,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.625748,1,0.483848,0,0.666659,1,537
0.63797,6.075375,5.975969,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.390922,1,0.521206,0,0.60747,0,538
0.580855,21.303255,5.562586,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.234123,1,0.439421,0,0.739795,0,539
0.609271,18.053232,9.406351,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.318993,1,0.545709,0,0.81453,0,540
0.793314,10.065297,10.58698,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.429249,1,0.93099,0,0.780955,0,541
0.642825,16.346903,5.095972,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.592317,0,0.270877,0,0.713697,1,542
0.869392,10.728356,11.370348,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.23477,1,1.0,0,0.81228,0,543
0.489633,18.817935,6.824758,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.306205,1,0.396951,0,0.74359,0,544
0.774484,17.781315,4.063889,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.276276,1,0.435877,0,0.701,0,545
0.639703,24.332157,5.364298,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.635173,1,0.694301,0,0.742374,1,546
0.73502,13.263955,4.068424,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.466547,1,0.732874,0,0.605843,0,547
0.847606,23.606862,9.582943,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.300169,1,0.531899,0,0.882511,0,548
0.64374,27.161131,7.649428,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.463579,1,0.432993,0,0.847133,0,549
0.80998,10.024206,7.137876,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.280309,1,0.719734,0,0.703034,0,550
1.0,22.902581,7.054419,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.3236,0,,1,0.860485,0,551
0.552216,20.456328,8.879255,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.558388,1,0.427983,0,0.819691,1,552
0.624955,20.019235,7.649995,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.419916,1,0.394846,0,0.801256,0,553
0.610126,17.1423,5.877299,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.255948,1,0.527031,0,0.708102,0,554
0.87592,15.82242,5.427429,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.535066,1,0.789984,0,0.706018,0,555
0.889641,7.392395,6.339384,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.431171,1,0.890505,0,0.644919,0,556
0.590019,22.562833,5.672408,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.265452,1,0.176679,0,0.783542,0,557
0.61687,18.805757,9.599884,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.60311,1,0.788485,0,0.803271,1,558
0.566276,19.470536,8.47626,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.496911,1,0.119058,0,0.83279,0,559
0.721032,20.673856,8.228897,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.135725,1,0.582586,0,0.818242,0,560
0.76554,19.038601,5.384305,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.684719,1,0.407611,0,0.755373,1,561
0.71231,15.422283,12.940734,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.296465,1,0.775468,0,0.86957,0,562
0.741486,21.669307,6.105049,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.495818,1,0.682953,0,0.763274,0,563
0.612045,22.572147,4.177546,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.473117,0,,1,0.718453,0,564
0.851916,14.259357,6.406666,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.467425,1,0.638072,0,0.736607,0,565
0.307313,19.269003,7.74628,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.708676,1,0.391169,0,0.739715,1,566
0.756267,24.839323,8.688629,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.20001,1,,1,0.871247,0,567
0.991852,12.653422,8.287033,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.211432,1,0.745744,0,0.792379,0,568
0.414783,17.426055,9.76434,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.502185,1,0.727248,0,0.767748,0,569
0.707957,27.429915,3.510971,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.551178,1,0.516074,0,0.746458,1,570
0.545006,20.867623,7.247859,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.602418,1,,1,0.782613,1,571
0.760998,23.86984,9.098625,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.608476,0,0.6336,0,0.858004,1,572
0.855348,18.623073,4.071064,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.193596,1,0.718817,0,0.691306,0,573
0.970874,20.086801,8.983497,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.507719,1,,1,0.877685,0,574
0.669903,13.422587,7.963229,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.243348,1,0.587307,0,0.746333,0,575
0.771125,20.288258,9.00758,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.503758,1,0.754654,0,0.826507,0,576
0.888303,21.295517,7.313306,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.662532,1,,1,0.841729,1,577
0.770071,17.279846,6.547899,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.279858,1,0.362416,0,0.780123,0,578
0.926423,23.531882,10.473552,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.287175,1,0.673929,0,0.895957,0,579
0.951514,13.228393,5.199614,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.365156,1,0.719306,0,0.699459,0,580
0.777405,15.375337,8.792488,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.271232,1,0.745194,0,0.788823,0,581
0.676951,16.281639,4.940667,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.307111,1,0.376328,0,0.702281,0,582
0.774517,13.026386,7.238958,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.400052,1,0.647781,0,0.734777,0,583
0.586135,21.118399,7.337557,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.637005,1,0.655763,0,0.76787,1,584
0.577679,16.160828,11.069144,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.445348,1,0.771389,0,0.816383,0,585
0.512391,32.382188,5.157104,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.605455,1,0.437484,0,0.803427,1,586
0.63612,14.788988,7.341386,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.371372,1,,1,0.753627,0,587
0.835192,16.030299,5.154632,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.27403,1,0.551077,0,0.719586,0,588
0.315939,20.210839,6.280504,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.681736,0,0.3656,0,0.706147,1,589
0.779385,14.413206,9.394207,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.299626,1,0.75619,0,0.796783,0,590
0.751316,13.632017,7.667851,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.595055,1,0.756087,0,0.736048,1,591
0.914595,15.171834,6.108945,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.344585,1,0.399474,0,0.773959,0,592
0.909424,21.823867,7.352702,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.550325,1,0.633772,0,0.829649,1,593
0.900278,21.143278,6.876015,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.257096,1,,1,0.832981,0,594
0.556507,29.523455,5.164822,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.405241,0,0.540287,0,0.779901,0,595
0.664415,18.239769,4.930137,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.421315,1,0.563676,0,0.694033,0,596
0.420396,20.765515,4.450742,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.453604,1,0.590565,0,0.641905,0,597
0.755654,27.953585,4.886837,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.630086,1,0.506666,0,0.798869,1,598
0.845922,19.473118,6.691295,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.412569,1,,1,0.809246,0,599
0.623772,3.290245,8.85919,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.099952,1,0.707773,0,0.65607,0,600
0.739867,18.887656,5.288892,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.546157,1,0.401467,0,0.7469,0,601
0.778708,10.078576,11.320977,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.096293,1,,1,0.844557,0,602
