absolute_error,batch,decision,estimate,experiment_name,interpretation,interval_lower,interval_upper,sample_size,seed,standard_error,threshold,true_probability
0.02,179,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102205,0.049183,0.6,0.57
0.03,180,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.50398,0.69602,100,102206,0.04899,0.6,0.57
0.06,181,0,0.51,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.41202,0.60798,100,102207,0.04999,0.6,0.57
0.04,182,1,0.61,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.514401,0.705599,100,102208,0.048775,0.6,0.57
0.06,183,1,0.63,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.53537,0.72463,100,102209,0.04828,0.6,0.57
0.02,184,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102210,0.049183,0.6,0.57
0.02,185,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.452491,0.647509,100,102211,0.049749,0.6,0.57
0.03,186,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.50398,0.69602,100,102212,0.04899,0.6,0.57
0.02,187,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102213,0.049183,0.6,0.57
0.04,188,0,0.53,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.432177,0.627823,100,102214,0.04991,0.6,0.57
0.01,189,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.462708,0.657292,100,102215,0.049639,0.6,0.57
0.06,190,0,0.51,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.41202,0.60798,100,102216,0.04999,0.6,0.57
0.02,191,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102217,0.049183,0.6,0.57
0.06,192,0,0.51,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.41202,0.60798,100,102218,0.04999,0.6,0.57
0.08,193,1,0.65,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.556514,0.743486,100,102219,0.047697,0.6,0.57
0.05,194,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.524864,0.715136,100,102220,0.048539,0.6,0.57
0.02,195,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.452491,0.647509,100,102221,0.049749,0.6,0.57
0.04,196,1,0.61,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.514401,0.705599,100,102222,0.048775,0.6,0.57
0.04,197,0,0.53,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.432177,0.627823,100,102223,0.04991,0.6,0.57
0.02,198,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.452491,0.647509,100,102224,0.049749,0.6,0.57
0.02,199,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.452491,0.647509,100,102225,0.049749,0.6,0.57
0.04,200,1,0.61,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.514401,0.705599,100,102226,0.048775,0.6,0.57
0.038,1,1,0.608,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547483,0.668517,250,252027,0.030876,0.6,0.57
0.002,2,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252028,0.031293,0.6,0.57
0.022,3,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531078,0.652922,250,252029,0.031083,0.6,0.57
0.014,4,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.494409,0.617591,250,252030,0.031424,0.6,0.57
0.022,5,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252031,0.031477,0.6,0.57
0.01,6,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498467,0.621533,250,252032,0.031394,0.6,0.57
0.05,7,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.458069,0.581931,250,252033,0.031597,0.6,0.57
0.006,8,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252034,0.031255,0.6,0.57
0.014,9,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.5229,0.6451,250,252035,0.031173,0.6,0.57
0.03,10,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539272,0.660728,250,252036,0.030984,0.6,0.57
0.042,11,1,0.612,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.551594,0.672406,250,252037,0.030819,0.6,0.57
0.034,12,1,0.604,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543375,0.664625,250,252038,0.030931,0.6,0.57
0.002,13,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252039,0.031329,0.6,0.57
0.014,14,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.494409,0.617591,250,252040,0.031424,0.6,0.57
0.05,15,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.458069,0.581931,250,252041,0.031597,0.6,0.57
0.018,16,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526987,0.649013,250,252042,0.031129,0.6,0.57
0.03,17,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.478218,0.601782,250,252043,0.031521,0.6,0.57
0.03,18,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539272,0.660728,250,252044,0.030984,0.6,0.57
0.022,19,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252045,0.031477,0.6,0.57
0.01,20,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498467,0.621533,250,252046,0.031394,0.6,0.57
0.006,21,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252047,0.031363,0.6,0.57
0.002,22,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252048,0.031329,0.6,0.57
0.01,23,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518818,0.641182,250,252049,0.031215,0.6,0.57
0.006,24,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252050,0.031363,0.6,0.57
0.006,25,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252051,0.031363,0.6,0.57
0.018,26,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526987,0.649013,250,252052,0.031129,0.6,0.57
0.086,27,0,0.484,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422051,0.545949,250,252053,0.031607,0.6,0.57
0.03,28,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.478218,0.601782,250,252054,0.031521,0.6,0.57
0.046,29,0,0.524,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.462091,0.585909,250,252055,0.031586,0.6,0.57
0.006,30,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252056,0.031255,0.6,0.57
0.022,31,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252057,0.031477,0.6,0.57
0.018,32,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526987,0.649013,250,252058,0.031129,0.6,0.57
0.078,33,0,0.492,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.430027,0.553973,250,252059,0.031619,0.6,0.57
0.038,34,1,0.608,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547483,0.668517,250,252060,0.030876,0.6,0.57
0.038,35,1,0.608,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547483,0.668517,250,252061,0.030876,0.6,0.57
0.054,36,0,0.516,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.454051,0.577949,250,252062,0.031607,0.6,0.57
0.01,37,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498467,0.621533,250,252063,0.031394,0.6,0.57
0.038,38,0,0.532,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.470146,0.593854,250,252064,0.031558,0.6,0.57
0.01,39,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518818,0.641182,250,252065,0.031215,0.6,0.57
0.014,40,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.5229,0.6451,250,252066,0.031173,0.6,0.57
0.082,41,1,0.652,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.592953,0.711047,250,252067,0.030126,0.6,0.57
0.006,42,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252068,0.031363,0.6,0.57
0.05,43,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.559831,0.680169,250,252069,0.030699,0.6,0.57
0.038,44,0,0.532,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.470146,0.593854,250,252070,0.031558,0.6,0.57
0.01,45,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498467,0.621533,250,252071,0.031394,0.6,0.57
0.014,46,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.5229,0.6451,250,252072,0.031173,0.6,0.57
0.026,47,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.48226,0.60574,250,252073,0.0315,0.6,0.57
0.038,48,1,0.608,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547483,0.668517,250,252074,0.030876,0.6,0.57
0.038,49,0,0.532,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.470146,0.593854,250,252075,0.031558,0.6,0.57
0.03,50,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539272,0.660728,250,252076,0.030984,0.6,0.57
0.026,51,0,0.596,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535173,0.656827,250,252077,0.031034,0.6,0.57
0.01,52,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518818,0.641182,250,252078,0.031215,0.6,0.57
0.022,53,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531078,0.652922,250,252079,0.031083,0.6,0.57
0.002,54,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252080,0.031329,0.6,0.57
0.018,55,0,0.552,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.490355,0.613645,250,252081,0.031451,0.6,0.57
0.002,56,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252082,0.031293,0.6,0.57
0.006,57,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252083,0.031363,0.6,0.57
0.026,58,0,0.596,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535173,0.656827,250,252084,0.031034,0.6,0.57
0.026,59,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.48226,0.60574,250,252085,0.0315,0.6,0.57
0.07,60,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.580499,0.699501,250,252086,0.030358,0.6,0.57
0.022,61,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252087,0.031477,0.6,0.57
0.006,62,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252088,0.031363,0.6,0.57
0.006,63,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252089,0.031363,0.6,0.57
0.002,64,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252090,0.031293,0.6,0.57
0.038,65,0,0.532,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.470146,0.593854,250,252091,0.031558,0.6,0.57
0.006,66,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252092,0.031255,0.6,0.57
0.014,67,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.5229,0.6451,250,252093,0.031173,0.6,0.57
0.022,68,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252094,0.031477,0.6,0.57
0.014,69,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.5229,0.6451,250,252095,0.031173,0.6,0.57
0.038,70,1,0.608,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547483,0.668517,250,252096,0.030876,0.6,0.57
0.002,71,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252097,0.031329,0.6,0.57
0.018,72,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526987,0.649013,250,252098,0.031129,0.6,0.57
0.042,73,0,0.528,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.466117,0.589883,250,252099,0.031573,0.6,0.57
0.034,74,0,0.536,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.47418,0.59782,250,252100,0.031541,0.6,0.57
0.01,75,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518818,0.641182,250,252101,0.031215,0.6,0.57
0.074,76,0,0.496,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.434021,0.557979,250,252102,0.031622,0.6,0.57
0.054,77,1,0.624,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.563956,0.684044,250,252103,0.030635,0.6,0.57
0.002,78,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252104,0.031293,0.6,0.57
0.026,79,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.48226,0.60574,250,252105,0.0315,0.6,0.57
0.01,80,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498467,0.621533,250,252106,0.031394,0.6,0.57
0.022,81,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531078,0.652922,250,252107,0.031083,0.6,0.57
0.03,82,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.478218,0.601782,250,252108,0.031521,0.6,0.57
0.002,83,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252109,0.031293,0.6,0.57
0.034,84,1,0.604,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543375,0.664625,250,252110,0.030931,0.6,0.57
0.042,85,0,0.528,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.466117,0.589883,250,252111,0.031573,0.6,0.57
0.026,86,0,0.596,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535173,0.656827,250,252112,0.031034,0.6,0.57
0.018,87,0,0.552,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.490355,0.613645,250,252113,0.031451,0.6,0.57
0.022,88,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252114,0.031477,0.6,0.57
0.034,89,0,0.536,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.47418,0.59782,250,252115,0.031541,0.6,0.57
0.026,90,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.48226,0.60574,250,252116,0.0315,0.6,0.57
0.006,91,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252117,0.031255,0.6,0.57
0.03,92,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539272,0.660728,250,252118,0.030984,0.6,0.57
0.01,93,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498467,0.621533,250,252119,0.031394,0.6,0.57
0.018,94,0,0.552,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.490355,0.613645,250,252120,0.031451,0.6,0.57
0.046,95,0,0.524,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.462091,0.585909,250,252121,0.031586,0.6,0.57
0.026,96,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.48226,0.60574,250,252122,0.0315,0.6,0.57
0.006,97,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252123,0.031255,0.6,0.57
0.022,98,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531078,0.652922,250,252124,0.031083,0.6,0.57
0.042,99,0,0.528,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.466117,0.589883,250,252125,0.031573,0.6,0.57
0.014,100,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.5229,0.6451,250,252126,0.031173,0.6,0.57
0.026,101,0,0.596,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535173,0.656827,250,252127,0.031034,0.6,0.57
0.01,102,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518818,0.641182,250,252128,0.031215,0.6,0.57
0.014,103,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.5229,0.6451,250,252129,0.031173,0.6,0.57
0.006,104,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252130,0.031255,0.6,0.57
0.038,105,0,0.532,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.470146,0.593854,250,252131,0.031558,0.6,0.57
0.002,106,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252132,0.031329,0.6,0.57
0.042,107,1,0.612,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.551594,0.672406,250,252133,0.030819,0.6,0.57
0.002,108,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252134,0.031293,0.6,0.57
0.022,109,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531078,0.652922,250,252135,0.031083,0.6,0.57
0.034,110,0,0.536,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.47418,0.59782,250,252136,0.031541,0.6,0.57
0.01,111,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518818,0.641182,250,252137,0.031215,0.6,0.57
0.002,112,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252138,0.031329,0.6,0.57
0.014,113,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.494409,0.617591,250,252139,0.031424,0.6,0.57
0.002,114,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252140,0.031293,0.6,0.57
0.014,115,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.5229,0.6451,250,252141,0.031173,0.6,0.57
0.022,116,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531078,0.652922,250,252142,0.031083,0.6,0.57
0.002,117,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252143,0.031293,0.6,0.57
0.002,118,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252144,0.031293,0.6,0.57
0.038,119,0,0.532,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.470146,0.593854,250,252145,0.031558,0.6,0.57
0.054,120,0,0.516,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.454051,0.577949,250,252146,0.031607,0.6,0.57
0.066,121,1,0.636,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.576356,0.695644,250,252147,0.030431,0.6,0.57
0.078,122,1,0.648,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.588797,0.707203,250,252148,0.030206,0.6,0.57
0.022,123,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252149,0.031477,0.6,0.57
0.006,124,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252150,0.031255,0.6,0.57
0.094,125,1,0.664,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.605448,0.722552,250,252151,0.029873,0.6,0.57
0.03,126,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539272,0.660728,250,252152,0.030984,0.6,0.57
0.006,127,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252153,0.031363,0.6,0.57
