access_constraint,baseline_score,case_id,decision,decision_score,document_quality,interpretation,prior_flag,risk_adjustment,threshold,timeliness
1.0,0.341895,360,unfavorable,0.515992,0.430178,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.503831,0.62,0.71865
0.0,0.308249,361,favorable,0.790476,0.87064,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.490735,0.62,0.8327
1.0,0.445706,362,unfavorable,0.291091,0.265759,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.468179,0.62,0.296532
0.0,0.366539,363,review,0.616216,0.733654,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.449459,0.62,0.580559
0.0,0.528764,364,favorable,0.782197,0.976062,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.767414,0.62,0.71057
0.0,0.577208,365,favorable,0.748025,0.644097,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.717662,0.62,0.229408
1.0,0.310367,366,unfavorable,0.481806,0.52689,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.710867,0.62,0.317394
1.0,0.245516,367,unfavorable,0.419987,0.426321,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.700074,0.62,0.280684
0.0,0.847781,368,favorable,0.829518,0.570659,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.759212,0.62,0.438217
0.0,0.222797,369,review,0.564049,0.374025,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.477753,0.62,0.403703
0.0,0.287768,370,review,0.572599,0.769422,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.307622,0.62,0.540874
1.0,0.164706,371,unfavorable,0.471716,0.685656,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.52644,0.62,0.419489
0.0,0.857246,372,favorable,0.897343,0.780356,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.744332,0.62,0.849039
0.0,0.498365,373,review,0.562893,0.384907,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.539785,0.62,0.526892
1.0,0.502998,374,unfavorable,0.441587,0.186198,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.377124,0.62,0.506344
0.0,0.551203,375,favorable,0.744106,0.454116,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.558503,0.62,0.645072
1.0,0.5118,376,review,0.617497,0.619367,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.6454,0.62,0.548269
1.0,0.284142,377,unfavorable,0.276525,0.552334,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.261319,0.62,0.21213
1.0,0.25136,378,unfavorable,0.331051,0.692753,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.475588,0.62,0.236518
1.0,0.617324,379,favorable,0.717177,0.846053,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.646282,0.62,0.580832
0.0,0.454287,380,favorable,0.67128,0.480807,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.638127,0.62,0.284158
0.0,0.615865,381,favorable,0.726386,0.651942,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.426151,0.62,0.208309
1.0,0.386768,382,unfavorable,0.388639,0.214911,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.490208,0.62,0.3233
1.0,0.283911,383,unfavorable,0.330077,0.40348,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.406268,0.62,0.653585
0.0,0.72142,384,favorable,0.882228,0.756917,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.653352,0.62,1.0
0.0,0.193449,385,unfavorable,0.497709,0.409368,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.43461,0.62,0.787574
1.0,0.193918,386,unfavorable,0.379466,0.481988,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.520289,0.62,0.203072
0.0,0.38635,387,favorable,0.736856,0.680365,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.562452,0.62,0.554622
0.0,0.63644,388,favorable,0.812511,0.809346,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.403409,0.62,0.563099
0.0,0.291329,389,favorable,0.620355,0.71812,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.413818,0.62,0.786606
0.0,0.509933,390,favorable,0.782551,0.779717,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.566407,0.62,0.49251
0.0,0.604695,391,favorable,0.703246,0.358451,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.672379,0.62,0.357559
0.0,0.804842,392,favorable,0.743075,0.6055,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.591834,0.62,0.616104
0.0,0.163372,393,review,0.549592,0.6033,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.632933,0.62,0.675076
1.0,0.220692,394,unfavorable,0.365809,0.66989,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.3833,0.62,0.581342
1.0,0.532747,395,unfavorable,0.405302,0.614555,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.514346,0.62,0.217172
0.0,0.489401,396,favorable,0.751316,0.399685,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.52875,0.62,0.906969
1.0,0.406614,397,unfavorable,0.424144,0.273354,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.223167,0.62,0.567323
0.0,0.401994,398,favorable,0.748964,0.820625,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.301533,0.62,0.574512
0.0,0.581526,399,favorable,0.767783,0.563664,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.581459,0.62,0.570528
0.0,0.438075,400,review,0.590307,0.550624,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.549345,0.62,0.521424
0.0,0.320622,401,favorable,0.625309,0.694439,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.344028,0.62,0.843376
1.0,0.230765,402,unfavorable,0.382663,0.168428,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.577694,0.62,0.584107
0.0,0.354843,403,favorable,0.626802,0.624429,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.379228,0.62,0.870135
0.0,0.76585,404,favorable,0.772838,0.594759,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.244399,0.62,0.457239
0.0,0.652197,405,favorable,0.790248,0.599864,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.743571,0.62,0.439918
1.0,0.636373,406,favorable,0.652698,0.669482,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.851697,0.62,0.295458
0.0,0.538776,407,favorable,0.623406,0.554698,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.282863,0.62,0.689492
0.0,0.499652,408,favorable,0.833845,0.879131,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.243046,0.62,1.0
0.0,0.740831,409,favorable,0.849526,0.628887,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.672515,0.62,0.790168
0.0,0.395777,410,favorable,0.739459,0.598483,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.615306,0.62,0.640854
0.0,0.283007,411,review,0.615525,0.668082,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.197346,0.62,1.0
0.0,0.526201,412,favorable,0.807201,0.659146,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.496924,0.62,0.880814
0.0,0.427703,413,favorable,0.738478,0.544846,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.518962,0.62,0.723327
0.0,0.41884,414,review,0.566884,0.605621,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.557536,0.62,0.348054
0.0,0.559574,415,favorable,0.729794,0.506093,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.347586,0.62,0.604641
0.0,0.568582,416,favorable,0.729936,0.331656,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.490889,0.62,0.75235
0.0,0.663828,417,favorable,0.730492,0.647946,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.525952,0.62,0.772201
1.0,0.601526,418,review,0.526714,0.33724,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.582496,0.62,0.387108
1.0,0.485111,419,unfavorable,0.400017,0.551743,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.331607,0.62,0.495901
0.0,0.619835,420,favorable,0.775424,0.48895,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.529868,0.62,0.702834
0.0,0.755308,421,favorable,0.885437,1.0,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.6536,0.62,0.612852
1.0,0.480801,422,review,0.557436,0.636909,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.581131,0.62,0.312108
1.0,0.486394,423,unfavorable,0.326992,0.265666,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.085627,0.62,0.696268
0.0,0.473073,424,favorable,0.745508,0.75845,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.506641,0.62,0.375061
1.0,0.265908,425,unfavorable,0.316735,0.424985,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.452876,0.62,0.54569
0.0,0.742248,426,favorable,0.862236,0.73826,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.93933,0.62,0.568984
0.0,0.672576,427,favorable,0.826956,0.761508,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.474594,0.62,0.642666
0.0,0.321007,428,favorable,0.715161,0.649979,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.489637,0.62,0.632312
1.0,0.404066,429,favorable,0.636912,0.864106,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.57292,0.62,0.530075
0.0,0.610023,430,favorable,0.748092,0.297249,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.710528,0.62,0.695547
0.0,0.589771,431,favorable,0.738895,0.716793,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.703987,0.62,0.734649
0.0,0.488507,432,favorable,0.799766,0.69316,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.557981,0.62,0.797267
0.0,0.598652,433,favorable,0.784997,0.529744,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.629276,0.62,0.681482
0.0,0.351862,434,review,0.557694,0.35604,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.562721,0.62,0.79358
0.0,0.683326,435,favorable,0.681201,0.620349,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.393003,0.62,0.572381
1.0,0.313103,436,unfavorable,0.400396,0.401624,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.286499,0.62,0.378329
0.0,0.637003,437,favorable,0.81977,0.772279,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.422978,0.62,0.6647
0.0,0.32912,438,favorable,0.6701,0.568462,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.557216,0.62,0.428485
0.0,0.64789,439,favorable,0.836384,0.891626,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.547097,0.62,0.526593
0.0,0.432316,440,favorable,0.71706,0.880678,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.481478,0.62,0.789303
0.0,0.586187,441,favorable,0.850999,0.977276,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.723656,0.62,0.527177
0.0,0.712858,442,favorable,0.699227,0.591615,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.202618,0.62,0.798245
0.0,0.587267,443,favorable,0.650034,0.356005,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.385039,0.62,0.28584
1.0,0.364122,444,unfavorable,0.400918,0.323871,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.451863,0.62,0.291516
1.0,0.145278,445,unfavorable,0.197013,0.159747,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.292667,0.62,0.47702
0.0,0.406096,446,favorable,0.622539,0.535741,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.568178,0.62,0.757639
0.0,0.749606,447,favorable,0.744861,0.420945,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.714794,0.62,0.92024
0.0,0.522694,448,favorable,0.702218,0.277479,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.411086,0.62,0.801126
0.0,0.384497,449,favorable,0.692189,0.441349,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.59859,0.62,0.617509
0.0,0.523979,450,favorable,0.668965,0.510239,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.528295,0.62,0.863613
0.0,0.728721,451,favorable,0.78687,0.638691,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.410244,0.62,0.446815
0.0,0.443718,452,favorable,0.620356,0.582617,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.485124,0.62,0.664635
0.0,0.555723,453,favorable,0.837135,0.977026,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.520733,0.62,0.590542
0.0,0.595225,454,favorable,0.757711,0.513184,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.50307,0.62,0.605731
0.0,0.700217,455,favorable,0.796195,0.5591,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.51145,0.62,0.618933
1.0,0.323237,456,review,0.540904,0.496813,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.592076,0.62,0.716839
0.0,0.700834,457,favorable,0.848864,0.671769,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.606268,0.62,0.837421
0.0,0.517974,458,favorable,0.794125,0.846166,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.592979,0.62,0.446714
1.0,0.56535,459,review,0.608267,0.672141,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.502276,0.62,0.421817
0.0,0.598277,460,favorable,0.681567,0.534664,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.685634,0.62,0.655982
1.0,0.909622,461,favorable,0.751154,0.529758,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.751138,0.62,0.671237
0.0,0.602031,462,favorable,0.745507,0.641057,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.660927,0.62,0.211335
1.0,0.598656,463,favorable,0.630916,0.675699,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.303295,0.62,0.613056
0.0,0.743482,464,favorable,0.822724,0.734641,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.524331,0.62,0.483641
1.0,0.477938,465,review,0.567522,0.89536,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.49504,0.62,0.72754
1.0,0.37112,466,review,0.598698,0.689701,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.648826,0.62,0.596778
0.0,0.67154,467,favorable,0.682899,0.707119,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.762946,0.62,0.219038
1.0,0.057172,468,unfavorable,0.276235,0.146974,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.60885,0.62,0.303311
0.0,0.482029,469,favorable,0.667789,0.464736,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.436723,0.62,0.376724
0.0,0.467072,470,favorable,0.835531,1.0,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.576176,0.62,0.663989
0.0,0.815599,471,favorable,0.880905,0.927117,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.453581,0.62,0.695502
0.0,0.542563,472,favorable,0.764908,0.627422,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.433671,0.62,0.627044
0.0,0.561662,473,favorable,0.858728,0.781419,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.832792,0.62,0.868267
0.0,0.384946,474,favorable,0.755404,0.649684,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.497311,0.62,0.770414
0.0,0.542916,475,favorable,0.839457,0.773933,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.680947,0.62,0.829653
1.0,0.503469,476,review,0.572719,0.50323,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.805987,0.62,0.394694
0.0,0.71358,477,favorable,0.755607,0.975504,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.354203,0.62,0.473293
0.0,0.406785,478,favorable,0.767297,0.458888,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.659478,0.62,0.987365
0.0,0.45162,479,favorable,0.81227,0.786716,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.678826,0.62,0.740707
0.0,0.858619,480,favorable,0.861855,0.623518,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.664677,0.62,0.714985
0.0,0.83593,481,favorable,0.813055,0.519784,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.669626,0.62,0.457312
0.0,0.679066,482,favorable,0.863327,0.794938,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.65938,0.62,0.802465
1.0,0.16231,483,unfavorable,0.391688,0.534959,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.392558,0.62,0.333215
0.0,0.7152,484,favorable,0.838281,0.824606,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.637109,0.62,0.460647
0.0,0.558748,485,favorable,0.756053,0.749755,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.561592,0.62,0.265491
0.0,0.379336,486,review,0.542316,0.352655,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.643781,0.62,0.61546
0.0,0.614939,487,favorable,0.698917,0.614622,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.324117,0.62,0.855843
0.0,0.52333,488,favorable,0.724845,0.533163,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.567121,0.62,0.447606
0.0,0.661473,489,favorable,0.7608,0.593368,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.425748,0.62,0.439665
1.0,0.342541,490,unfavorable,0.46438,0.528269,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.250067,0.62,0.486419
0.0,0.100083,491,unfavorable,0.410355,0.531392,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.320385,0.62,0.410625
0.0,0.68063,492,favorable,0.818789,0.615743,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.411763,0.62,0.819858
1.0,0.177133,493,unfavorable,0.271186,0.641025,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.609663,0.62,0.0
1.0,0.153813,494,unfavorable,0.270813,0.430297,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.406046,0.62,0.495983
0.0,0.48225,495,favorable,0.665384,0.787622,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.544487,0.62,0.491879
0.0,0.611652,496,review,0.595672,0.336581,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.297971,0.62,0.728486
0.0,0.378244,497,favorable,0.647579,0.440993,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.834477,0.62,0.214761
0.0,0.620519,498,favorable,0.798831,0.640809,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.678021,0.62,0.546715
0.0,0.438166,499,favorable,0.771898,0.641858,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.63242,0.62,0.707073
0.0,0.299682,500,favorable,0.746932,0.801786,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.711947,0.62,0.492581
