allowed_for_recourse,case_id,counterfactual_decision,counterfactual_feature,counterfactual_score,counterfactual_value,delta,feasibility_note,flipped_to_favorable,original_decision,original_score,original_value,recourse_cost,score_change
False,264,review,prior_flag,0.53768,0.15,0.15,Historical marker should not be used as an action recommendation.,False,review,0.558113,0.0,14.85,-0.020433
False,264,review,prior_flag,0.530837,0.2,0.2,Historical marker should not be used as an action recommendation.,False,review,0.558113,0.0,19.8,-0.027276
False,264,review,prior_flag,0.523983,0.25,0.25,Historical marker should not be used as an action recommendation.,False,review,0.558113,0.0,24.75,-0.03413
False,264,unfavorable,prior_flag,0.517119,0.3,0.3,Historical marker should not be used as an action recommendation.,False,review,0.558113,0.0,29.7,-0.040994
False,264,unfavorable,prior_flag,0.51025,0.35,0.35,Historical marker should not be used as an action recommendation.,False,review,0.558113,0.0,34.65,-0.047863
False,264,unfavorable,prior_flag,0.503376,0.4,0.4,Historical marker should not be used as an action recommendation.,False,review,0.558113,0.0,39.6,-0.054737
False,264,review,risk_adjustment,0.564883,0.533659,0.05,Internal model component is not directly actionable.,False,review,0.558113,0.483659,4.95,0.00677
False,264,review,risk_adjustment,0.57163,0.583659,0.1,Internal model component is not directly actionable.,False,review,0.558113,0.483659,9.9,0.013517
False,264,review,risk_adjustment,0.57835,0.633659,0.15,Internal model component is not directly actionable.,False,review,0.558113,0.483659,14.85,0.020237
False,264,review,risk_adjustment,0.585042,0.683659,0.2,Internal model component is not directly actionable.,False,review,0.558113,0.483659,19.8,0.026929
False,264,review,risk_adjustment,0.591702,0.733659,0.25,Internal model component is not directly actionable.,False,review,0.558113,0.483659,24.75,0.033589
False,264,review,risk_adjustment,0.598328,0.783659,0.3,Internal model component is not directly actionable.,False,review,0.558113,0.483659,29.7,0.040215
False,264,review,risk_adjustment,0.604919,0.833659,0.35,Internal model component is not directly actionable.,False,review,0.558113,0.483659,34.65,0.046806
False,264,review,risk_adjustment,0.611472,0.883659,0.4,Internal model component is not directly actionable.,False,review,0.558113,0.483659,39.6,0.053359
True,265,unfavorable,baseline_score,0.49442,0.356643,0.05,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.476312,0.306643,0.07,0.018108
True,265,unfavorable,baseline_score,0.512542,0.406643,0.1,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.476312,0.306643,0.14,0.03623
True,265,review,baseline_score,0.530632,0.456643,0.15,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.476312,0.306643,0.21,0.05432
True,265,review,baseline_score,0.548641,0.506643,0.2,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.476312,0.306643,0.28,0.072329
True,265,review,baseline_score,0.566523,0.556643,0.25,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.476312,0.306643,0.35,0.090211
True,265,review,baseline_score,0.584234,0.606643,0.3,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.476312,0.306643,0.42,0.107922
True,265,review,baseline_score,0.60173,0.656643,0.35,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.476312,0.306643,0.49,0.125418
True,265,review,baseline_score,0.61897,0.706643,0.4,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.476312,0.306643,0.56,0.142658
True,265,unfavorable,document_quality,0.491296,0.408379,0.05,Can often improve through corrected or complete documentation.,False,unfavorable,0.476312,0.358379,0.0375,0.014984
True,265,unfavorable,document_quality,0.506295,0.458379,0.1,Can often improve through corrected or complete documentation.,False,unfavorable,0.476312,0.358379,0.075,0.029983
True,265,review,document_quality,0.521282,0.508379,0.15,Can often improve through corrected or complete documentation.,False,unfavorable,0.476312,0.358379,0.1125,0.04497
True,265,review,document_quality,0.536231,0.558379,0.2,Can often improve through corrected or complete documentation.,False,unfavorable,0.476312,0.358379,0.15,0.059919
True,265,review,document_quality,0.551116,0.608379,0.25,Can often improve through corrected or complete documentation.,False,unfavorable,0.476312,0.358379,0.1875,0.074804
True,265,review,document_quality,0.565909,0.658379,0.3,Can often improve through corrected or complete documentation.,False,unfavorable,0.476312,0.358379,0.225,0.089597
True,265,review,document_quality,0.580586,0.708379,0.35,Can often improve through corrected or complete documentation.,False,unfavorable,0.476312,0.358379,0.2625,0.104274
True,265,review,document_quality,0.595122,0.758379,0.4,Can often improve through corrected or complete documentation.,False,unfavorable,0.476312,0.358379,0.3,0.11881
True,265,unfavorable,timeliness,0.486298,0.877011,0.05,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.476312,0.827011,0.055,0.009986
True,265,unfavorable,timeliness,0.496295,0.927011,0.1,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.476312,0.827011,0.11,0.019983
True,265,unfavorable,timeliness,0.506295,0.977011,0.15,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.476312,0.827011,0.165,0.029983
True,265,unfavorable,timeliness,0.510891,1.0,0.172989,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.476312,0.827011,0.190288,0.034579
True,265,unfavorable,timeliness,0.510891,1.0,0.172989,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.476312,0.827011,0.190288,0.034579
True,265,unfavorable,timeliness,0.510891,1.0,0.172989,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.476312,0.827011,0.190288,0.034579
True,265,unfavorable,timeliness,0.510891,1.0,0.172989,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.476312,0.827011,0.190288,0.034579
True,265,unfavorable,timeliness,0.510891,1.0,0.172989,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.476312,0.827011,0.190288,0.034579
False,265,unfavorable,access_constraint,0.46759,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.476312,0.0,4.95,-0.008722
False,265,unfavorable,access_constraint,0.458888,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.476312,0.0,9.9,-0.017424
False,265,unfavorable,access_constraint,0.45021,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.476312,0.0,14.85,-0.026102
False,265,unfavorable,access_constraint,0.441563,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.476312,0.0,19.8,-0.034749
False,265,unfavorable,access_constraint,0.432951,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.476312,0.0,24.75,-0.043361
False,265,unfavorable,access_constraint,0.42438,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.476312,0.0,29.7,-0.051932
False,265,unfavorable,access_constraint,0.415853,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.476312,0.0,34.65,-0.060459
False,265,unfavorable,access_constraint,0.407377,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.476312,0.0,39.6,-0.068935
False,265,unfavorable,risk_adjustment,0.483176,0.084334,0.05,Internal model component is not directly actionable.,False,unfavorable,0.476312,0.034334,4.95,0.006864
False,265,unfavorable,risk_adjustment,0.490046,0.134334,0.1,Internal model component is not directly actionable.,False,unfavorable,0.476312,0.034334,9.9,0.013734
False,265,unfavorable,risk_adjustment,0.49692,0.184334,0.15,Internal model component is not directly actionable.,False,unfavorable,0.476312,0.034334,14.85,0.020608
False,265,unfavorable,risk_adjustment,0.503795,0.234334,0.2,Internal model component is not directly actionable.,False,unfavorable,0.476312,0.034334,19.8,0.027483
False,265,unfavorable,risk_adjustment,0.510668,0.284334,0.25,Internal model component is not directly actionable.,False,unfavorable,0.476312,0.034334,24.75,0.034356
False,265,unfavorable,risk_adjustment,0.517538,0.334334,0.3,Internal model component is not directly actionable.,False,unfavorable,0.476312,0.034334,29.7,0.041226
False,265,review,risk_adjustment,0.524401,0.384334,0.35,Internal model component is not directly actionable.,False,unfavorable,0.476312,0.034334,34.65,0.048089
False,265,review,risk_adjustment,0.531254,0.434334,0.4,Internal model component is not directly actionable.,False,unfavorable,0.476312,0.034334,39.6,0.054942
True,266,favorable,baseline_score,0.826766,0.691826,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.816135,0.641826,0.07,0.010631
True,266,favorable,baseline_score,0.836905,0.741826,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.816135,0.641826,0.14,0.02077
True,266,favorable,baseline_score,0.846561,0.791826,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.816135,0.641826,0.21,0.030426
True,266,favorable,baseline_score,0.855744,0.841826,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.816135,0.641826,0.28,0.039609
True,266,favorable,baseline_score,0.864465,0.891826,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.816135,0.641826,0.35,0.04833
True,266,favorable,baseline_score,0.872737,0.941826,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.816135,0.641826,0.42,0.056602
True,266,favorable,baseline_score,0.880574,0.991826,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.816135,0.641826,0.49,0.064439
True,266,favorable,baseline_score,0.881815,1.0,0.358174,Can improve through documented qualifying activity but may take time.,False,favorable,0.816135,0.641826,0.501444,0.06568
True,266,favorable,document_quality,0.824969,0.640395,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.816135,0.590395,0.0375,0.008834
True,266,favorable,document_quality,0.833464,0.690395,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.816135,0.590395,0.075,0.017329
True,266,favorable,document_quality,0.841626,0.740395,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.816135,0.590395,0.1125,0.025491
True,266,favorable,document_quality,0.849461,0.790395,0.2,Can often improve through corrected or complete documentation.,False,favorable,0.816135,0.590395,0.15,0.033326
True,266,favorable,document_quality,0.856974,0.840395,0.25,Can often improve through corrected or complete documentation.,False,favorable,0.816135,0.590395,0.1875,0.040839
True,266,favorable,document_quality,0.864172,0.890395,0.3,Can often improve through corrected or complete documentation.,False,favorable,0.816135,0.590395,0.225,0.048037
True,266,favorable,document_quality,0.871062,0.940395,0.35,Can often improve through corrected or complete documentation.,False,favorable,0.816135,0.590395,0.2625,0.054927
True,266,favorable,document_quality,0.877652,0.990395,0.4,Can often improve through corrected or complete documentation.,False,favorable,0.816135,0.590395,0.3,0.061517
True,266,favorable,timeliness,0.822062,0.723292,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.816135,0.673292,0.055,0.005927
True,266,favorable,timeliness,0.827838,0.773292,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.816135,0.673292,0.11,0.011703
True,266,favorable,timeliness,0.833464,0.823292,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.816135,0.673292,0.165,0.017329
True,266,favorable,timeliness,0.838942,0.873292,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.816135,0.673292,0.22,0.022807
True,266,favorable,timeliness,0.844274,0.923292,0.25,Can improve in future cycles but may be constrained by access.,False,favorable,0.816135,0.673292,0.275,0.028139
True,266,favorable,timeliness,0.849461,0.973292,0.3,Can improve in future cycles but may be constrained by access.,False,favorable,0.816135,0.673292,0.33,0.033326
True,266,favorable,timeliness,0.852173,1.0,0.326708,Can improve in future cycles but may be constrained by access.,False,favorable,0.816135,0.673292,0.359379,0.036038
True,266,favorable,timeliness,0.852173,1.0,0.326708,Can improve in future cycles but may be constrained by access.,False,favorable,0.816135,0.673292,0.359379,0.036038
False,266,favorable,prior_flag,0.811973,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.816135,0.0,4.95,-0.004162
False,266,favorable,prior_flag,0.807738,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.816135,0.0,9.9,-0.008397
False,266,favorable,prior_flag,0.803431,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.816135,0.0,14.85,-0.012704
False,266,favorable,prior_flag,0.799052,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.816135,0.0,19.8,-0.017083
False,266,favorable,prior_flag,0.7946,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.816135,0.0,24.75,-0.021535
False,266,favorable,prior_flag,0.790075,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.816135,0.0,29.7,-0.02606
False,266,favorable,prior_flag,0.785478,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.816135,0.0,34.65,-0.030657
False,266,favorable,prior_flag,0.780808,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.816135,0.0,39.6,-0.035327
False,266,favorable,access_constraint,0.810825,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.816135,0.0,4.95,-0.00531
False,266,favorable,access_constraint,0.805398,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.816135,0.0,9.9,-0.010737
False,266,favorable,access_constraint,0.799854,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.816135,0.0,14.85,-0.016281
False,266,favorable,access_constraint,0.794192,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.816135,0.0,19.8,-0.021943
False,266,favorable,access_constraint,0.788412,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.816135,0.0,24.75,-0.027723
False,266,favorable,access_constraint,0.782514,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.816135,0.0,29.7,-0.033621
False,266,favorable,access_constraint,0.776499,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.816135,0.0,34.65,-0.039636
False,266,favorable,access_constraint,0.770366,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.816135,0.0,39.6,-0.045769
False,266,favorable,risk_adjustment,0.820226,0.800226,0.05,Internal model component is not directly actionable.,False,favorable,0.816135,0.750226,4.95,0.004091
False,266,favorable,risk_adjustment,0.824245,0.850226,0.1,Internal model component is not directly actionable.,False,favorable,0.816135,0.750226,9.9,0.00811
False,266,favorable,risk_adjustment,0.828194,0.900226,0.15,Internal model component is not directly actionable.,False,favorable,0.816135,0.750226,14.85,0.012059
False,266,favorable,risk_adjustment,0.832071,0.950226,0.2,Internal model component is not directly actionable.,False,favorable,0.816135,0.750226,19.8,0.015936
False,266,favorable,risk_adjustment,0.835862,1.0,0.249774,Internal model component is not directly actionable.,False,favorable,0.816135,0.750226,24.727626,0.019727
False,266,favorable,risk_adjustment,0.835862,1.0,0.249774,Internal model component is not directly actionable.,False,favorable,0.816135,0.750226,24.727626,0.019727
False,266,favorable,risk_adjustment,0.835862,1.0,0.249774,Internal model component is not directly actionable.,False,favorable,0.816135,0.750226,24.727626,0.019727
False,266,favorable,risk_adjustment,0.835862,1.0,0.249774,Internal model component is not directly actionable.,False,favorable,0.816135,0.750226,24.727626,0.019727
True,267,favorable,baseline_score,0.715671,0.596277,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.700691,0.546277,0.07,0.01498
True,267,favorable,baseline_score,0.730191,0.646277,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.700691,0.546277,0.14,0.0295
True,267,favorable,baseline_score,0.744234,0.696277,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.700691,0.546277,0.21,0.043543
True,267,favorable,baseline_score,0.757788,0.746277,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.700691,0.546277,0.28,0.057097
True,267,favorable,baseline_score,0.770845,0.796277,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.700691,0.546277,0.35,0.070154
True,267,favorable,baseline_score,0.7834,0.846277,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.700691,0.546277,0.42,0.082709
True,267,favorable,baseline_score,0.795449,0.896277,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.700691,0.546277,0.49,0.094758
True,267,favorable,baseline_score,0.806993,0.946277,0.4,Can improve through documented qualifying activity but may take time.,False,favorable,0.700691,0.546277,0.56,0.106302
True,267,favorable,document_quality,0.707186,1.0,0.02597,Can often improve through corrected or complete documentation.,False,favorable,0.700691,0.97403,0.019478,0.006495
True,267,favorable,document_quality,0.707186,1.0,0.02597,Can often improve through corrected or complete documentation.,False,favorable,0.700691,0.97403,0.019478,0.006495
True,267,favorable,document_quality,0.707186,1.0,0.02597,Can often improve through corrected or complete documentation.,False,favorable,0.700691,0.97403,0.019478,0.006495
True,267,favorable,document_quality,0.707186,1.0,0.02597,Can often improve through corrected or complete documentation.,False,favorable,0.700691,0.97403,0.019478,0.006495
True,267,favorable,document_quality,0.707186,1.0,0.02597,Can often improve through corrected or complete documentation.,False,favorable,0.700691,0.97403,0.019478,0.006495
True,267,favorable,document_quality,0.707186,1.0,0.02597,Can often improve through corrected or complete documentation.,False,favorable,0.700691,0.97403,0.019478,0.006495
True,267,favorable,document_quality,0.707186,1.0,0.02597,Can often improve through corrected or complete documentation.,False,favorable,0.700691,0.97403,0.019478,0.006495
True,267,favorable,document_quality,0.707186,1.0,0.02597,Can often improve through corrected or complete documentation.,False,favorable,0.700691,0.97403,0.019478,0.006495
True,267,favorable,timeliness,0.709012,0.621355,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.700691,0.571355,0.055,0.008321
True,267,favorable,timeliness,0.717195,0.671355,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.700691,0.571355,0.11,0.016504
True,267,favorable,timeliness,0.725237,0.721355,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.700691,0.571355,0.165,0.024546
True,267,favorable,timeliness,0.733136,0.771355,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.700691,0.571355,0.22,0.032445
True,267,favorable,timeliness,0.740888,0.821355,0.25,Can improve in future cycles but may be constrained by access.,False,favorable,0.700691,0.571355,0.275,0.040197
True,267,favorable,timeliness,0.748493,0.871355,0.3,Can improve in future cycles but may be constrained by access.,False,favorable,0.700691,0.571355,0.33,0.047802
True,267,favorable,timeliness,0.755948,0.921355,0.35,Can improve in future cycles but may be constrained by access.,False,favorable,0.700691,0.571355,0.385,0.055257
True,267,favorable,timeliness,0.763252,0.971355,0.4,Can improve in future cycles but may be constrained by access.,False,favorable,0.700691,0.571355,0.44,0.062561
False,267,favorable,access_constraint,0.6933,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.700691,0.0,4.95,-0.007391
False,267,favorable,access_constraint,0.685807,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.700691,0.0,9.9,-0.014884
False,267,favorable,access_constraint,0.678217,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.700691,0.0,14.85,-0.022474
False,267,favorable,access_constraint,0.670532,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.700691,0.0,19.8,-0.030159
False,267,favorable,access_constraint,0.662754,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.700691,0.0,24.75,-0.037937
False,267,favorable,access_constraint,0.654887,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.700691,0.0,29.7,-0.045804
False,267,favorable,access_constraint,0.646934,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.700691,0.0,34.65,-0.053757
False,267,favorable,access_constraint,0.6389,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.700691,0.0,39.6,-0.061791
False,267,favorable,risk_adjustment,0.706426,0.200126,0.05,Internal model component is not directly actionable.,False,favorable,0.700691,0.150126,4.95,0.005735
False,267,favorable,risk_adjustment,0.712097,0.250126,0.1,Internal model component is not directly actionable.,False,favorable,0.700691,0.150126,9.9,0.011406
False,267,favorable,risk_adjustment,0.717702,0.300126,0.15,Internal model component is not directly actionable.,False,favorable,0.700691,0.150126,14.85,0.017011
False,267,favorable,risk_adjustment,0.72324,0.350126,0.2,Internal model component is not directly actionable.,False,favorable,0.700691,0.150126,19.8,0.022549
False,267,favorable,risk_adjustment,0.728711,0.400126,0.25,Internal model component is not directly actionable.,False,favorable,0.700691,0.150126,24.75,0.02802
False,267,favorable,risk_adjustment,0.734113,0.450126,0.3,Internal model component is not directly actionable.,False,favorable,0.700691,0.150126,29.7,0.033422
False,267,favorable,risk_adjustment,0.739446,0.500126,0.35,Internal model component is not directly actionable.,False,favorable,0.700691,0.150126,34.65,0.038755
False,267,favorable,risk_adjustment,0.744709,0.550126,0.4,Internal model component is not directly actionable.,False,favorable,0.700691,0.150126,39.6,0.044018
True,268,unfavorable,baseline_score,0.39212,0.43934,0.05,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.37498,0.38934,0.07,0.01714
True,268,unfavorable,baseline_score,0.40953,0.48934,0.1,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.37498,0.38934,0.14,0.03455
True,268,unfavorable,baseline_score,0.42717,0.53934,0.15,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.37498,0.38934,0.21,0.05219
True,268,unfavorable,baseline_score,0.444996,0.58934,0.2,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.37498,0.38934,0.28,0.070016
True,268,unfavorable,baseline_score,0.462966,0.63934,0.25,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.37498,0.38934,0.35,0.087986
True,268,unfavorable,baseline_score,0.481032,0.68934,0.3,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.37498,0.38934,0.42,0.106052
True,268,unfavorable,baseline_score,0.499148,0.73934,0.35,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.37498,0.38934,0.49,0.124168
True,268,unfavorable,baseline_score,0.517266,0.78934,0.4,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.37498,0.38934,0.56,0.142286
True,268,unfavorable,document_quality,0.389145,0.809516,0.05,Can often improve through corrected or complete documentation.,False,unfavorable,0.37498,0.759516,0.0375,0.014165
True,268,unfavorable,document_quality,0.403499,0.859516,0.1,Can often improve through corrected or complete documentation.,False,unfavorable,0.37498,0.759516,0.075,0.028519
True,268,unfavorable,document_quality,0.41802,0.909516,0.15,Can often improve through corrected or complete documentation.,False,unfavorable,0.37498,0.759516,0.1125,0.04304
True,268,unfavorable,document_quality,0.432684,0.959516,0.2,Can often improve through corrected or complete documentation.,False,unfavorable,0.37498,0.759516,0.15,0.057704
True,268,unfavorable,document_quality,0.444646,1.0,0.240484,Can often improve through corrected or complete documentation.,False,unfavorable,0.37498,0.759516,0.180363,0.069666
True,268,unfavorable,document_quality,0.444646,1.0,0.240484,Can often improve through corrected or complete documentation.,False,unfavorable,0.37498,0.759516,0.180363,0.069666
True,268,unfavorable,document_quality,0.444646,1.0,0.240484,Can often improve through corrected or complete documentation.,False,unfavorable,0.37498,0.759516,0.180363,0.069666
True,268,unfavorable,document_quality,0.444646,1.0,0.240484,Can often improve through corrected or complete documentation.,False,unfavorable,0.37498,0.759516,0.180363,0.069666
True,268,unfavorable,timeliness,0.384401,0.197184,0.05,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.37498,0.147184,0.055,0.009421
True,268,unfavorable,timeliness,0.39391,0.247184,0.1,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.37498,0.147184,0.11,0.01893
True,268,unfavorable,timeliness,0.403499,0.297184,0.15,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.37498,0.147184,0.165,0.028519
True,268,unfavorable,timeliness,0.413162,0.347184,0.2,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.37498,0.147184,0.22,0.038182
True,268,unfavorable,timeliness,0.422893,0.397184,0.25,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.37498,0.147184,0.275,0.047913
True,268,unfavorable,timeliness,0.432684,0.447184,0.3,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.37498,0.147184,0.33,0.057704
True,268,unfavorable,timeliness,0.442528,0.497184,0.35,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.37498,0.147184,0.385,0.067548
True,268,unfavorable,timeliness,0.452417,0.547184,0.4,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.37498,0.147184,0.44,0.077437
False,268,unfavorable,risk_adjustment,0.381448,0.49615,0.05,Internal model component is not directly actionable.,False,unfavorable,0.37498,0.44615,4.95,0.006468
False,268,unfavorable,risk_adjustment,0.387957,0.54615,0.1,Internal model component is not directly actionable.,False,unfavorable,0.37498,0.44615,9.9,0.012977
False,268,unfavorable,risk_adjustment,0.394507,0.59615,0.15,Internal model component is not directly actionable.,False,unfavorable,0.37498,0.44615,14.85,0.019527
False,268,unfavorable,risk_adjustment,0.401094,0.64615,0.2,Internal model component is not directly actionable.,False,unfavorable,0.37498,0.44615,19.8,0.026114
False,268,unfavorable,risk_adjustment,0.407718,0.69615,0.25,Internal model component is not directly actionable.,False,unfavorable,0.37498,0.44615,24.75,0.032738
False,268,unfavorable,risk_adjustment,0.414375,0.74615,0.3,Internal model component is not directly actionable.,False,unfavorable,0.37498,0.44615,29.7,0.039395
False,268,unfavorable,risk_adjustment,0.421064,0.79615,0.35,Internal model component is not directly actionable.,False,unfavorable,0.37498,0.44615,34.65,0.046084
False,268,unfavorable,risk_adjustment,0.427782,0.84615,0.4,Internal model component is not directly actionable.,False,unfavorable,0.37498,0.44615,39.6,0.052802
True,269,favorable,baseline_score,0.811711,0.886648,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.800379,0.836648,0.07,0.011332
True,269,favorable,baseline_score,0.822542,0.936648,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.800379,0.836648,0.14,0.022163
True,269,favorable,baseline_score,0.832878,0.986648,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.800379,0.836648,0.21,0.032499
True,269,favorable,baseline_score,0.835556,1.0,0.163352,Can improve through documented qualifying activity but may take time.,False,favorable,0.800379,0.836648,0.228693,0.035177
True,269,favorable,baseline_score,0.835556,1.0,0.163352,Can improve through documented qualifying activity but may take time.,False,favorable,0.800379,0.836648,0.228693,0.035177
True,269,favorable,baseline_score,0.835556,1.0,0.163352,Can improve through documented qualifying activity but may take time.,False,favorable,0.800379,0.836648,0.228693,0.035177
True,269,favorable,baseline_score,0.835556,1.0,0.163352,Can improve through documented qualifying activity but may take time.,False,favorable,0.800379,0.836648,0.228693,0.035177
True,269,favorable,baseline_score,0.835556,1.0,0.163352,Can improve through documented qualifying activity but may take time.,False,favorable,0.800379,0.836648,0.228693,0.035177
True,269,favorable,document_quality,0.809793,0.546016,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.800379,0.496016,0.0375,0.009414
True,269,favorable,document_quality,0.818863,0.596016,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.800379,0.496016,0.075,0.018484
True,269,favorable,document_quality,0.827593,0.646016,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.800379,0.496016,0.1125,0.027214
True,269,favorable,document_quality,0.835987,0.696016,0.2,Can often improve through corrected or complete documentation.,False,favorable,0.800379,0.496016,0.15,0.035608
True,269,favorable,document_quality,0.844048,0.746016,0.25,Can often improve through corrected or complete documentation.,False,favorable,0.800379,0.496016,0.1875,0.043669
True,269,favorable,document_quality,0.851784,0.796016,0.3,Can often improve through corrected or complete documentation.,False,favorable,0.800379,0.496016,0.225,0.051405
True,269,favorable,document_quality,0.8592,0.846016,0.35,Can often improve through corrected or complete documentation.,False,favorable,0.800379,0.496016,0.2625,0.058821
True,269,favorable,document_quality,0.866304,0.896016,0.4,Can often improve through corrected or complete documentation.,False,favorable,0.800379,0.496016,0.3,0.065925
True,269,favorable,timeliness,0.806693,0.47438,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.800379,0.42438,0.055,0.006314
True,269,favorable,timeliness,0.812854,0.52438,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.800379,0.42438,0.11,0.012475
True,269,favorable,timeliness,0.818863,0.57438,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.800379,0.42438,0.165,0.018484
True,269,favorable,timeliness,0.824721,0.62438,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.800379,0.42438,0.22,0.024342
