group,interpretation,noise_sd,observed_y,row_id,split,true_signal,x
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.782778,shifted_test_0081,shifted_test,0.612489,0.928218
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.873618,shifted_test_0082,shifted_test,0.933222,0.714281
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.479232,shifted_test_0083,shifted_test,0.894249,1.093832
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.564324,shifted_test_0084,shifted_test,0.580045,0.30594
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.580206,shifted_test_0085,shifted_test,0.537875,0.356394
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.802584,shifted_test_0086,shifted_test,0.576417,0.408041
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.402018,shifted_test_0087,shifted_test,1.038193,0.659658
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.351843,shifted_test_0088,shifted_test,0.584185,0.89045
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.695559,shifted_test_0089,shifted_test,1.011699,0.576978
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.999039,shifted_test_0090,shifted_test,0.694258,0.974539
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.105125,shifted_test_0091,shifted_test,0.09325,-0.112121
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.180793,shifted_test_0092,shifted_test,1.044927,0.653106
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.79871,shifted_test_0093,shifted_test,0.706566,0.464748
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.54238,shifted_test_0094,shifted_test,0.758833,0.096364
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.185597,shifted_test_0095,shifted_test,0.09785,-0.109604
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.858091,shifted_test_0096,shifted_test,0.80651,0.132552
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.237945,shifted_test_0097,shifted_test,0.489226,0.010061
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.684103,shifted_test_0098,shifted_test,0.870285,1.141617
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.865253,shifted_test_0099,shifted_test,1.032779,0.664128
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.883608,shifted_test_0100,shifted_test,0.786461,1.016725
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.539494,shifted_test_0101,shifted_test,0.355516,-0.024273
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.702352,shifted_test_0102,shifted_test,0.620919,0.045885
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.115142,shifted_test_0103,shifted_test,1.030931,0.665542
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.657621,shifted_test_0104,shifted_test,0.596805,0.913884
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.480972,shifted_test_0105,shifted_test,0.719977,0.986432
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.971311,shifted_test_0106,shifted_test,1.056435,0.622779
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.425448,shifted_test_0107,shifted_test,0.496723,0.011999
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.78537,shifted_test_0108,shifted_test,0.682495,0.456139
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.296819,shifted_test_0109,shifted_test,0.667117,0.961263
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.038573,shifted_test_0110,shifted_test,0.583755,0.88436
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.656603,shifted_test_0111,shifted_test,0.565647,0.400659
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.827583,shifted_test_0112,shifted_test,0.858892,0.741478
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.801938,shifted_test_0113,shifted_test,0.56471,0.399957
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.182405,shifted_test_0114,shifted_test,0.195049,-0.070255
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.70306,shifted_test_0115,shifted_test,0.716643,0.468247
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,-0.222133,shifted_test_0116,shifted_test,0.544659,0.379948
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.889857,shifted_test_0117,shifted_test,0.574176,0.406595
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.050393,shifted_test_0118,shifted_test,0.905012,0.53117
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.488764,shifted_test_0119,shifted_test,0.567471,0.401994
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.779803,shifted_test_0120,shifted_test,0.671581,0.963523
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.099725,shifted_test_0121,shifted_test,1.056199,0.63326
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.420144,shifted_test_0122,shifted_test,0.584485,0.891992
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.5156,shifted_test_0123,shifted_test,0.58678,0.871661
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.439288,shifted_test_0124,shifted_test,0.636461,0.828146
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.354601,shifted_test_0125,shifted_test,0.547378,0.383639
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.829658,shifted_test_0126,shifted_test,1.04488,0.653157
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.930932,shifted_test_0127,shifted_test,0.654016,0.26491
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.332069,shifted_test_0128,shifted_test,0.676192,0.254008
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.554112,shifted_test_0129,shifted_test,0.664144,0.814131
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.473111,shifted_test_0130,shifted_test,0.558283,0.394779
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,-0.102632,shifted_test_0131,shifted_test,0.105326,-0.105731
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.558464,shifted_test_0132,shifted_test,0.729618,0.227178
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.775449,shifted_test_0133,shifted_test,0.673224,0.809996
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.7573,shifted_test_0134,shifted_test,0.867367,1.062116
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.512832,shifted_test_0135,shifted_test,0.706182,0.796174
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.953902,shifted_test_0136,shifted_test,0.879826,0.522373
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.724265,shifted_test_0137,shifted_test,0.891915,1.088475
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.219755,shifted_test_0138,shifted_test,0.80616,0.170832
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.67682,shifted_test_0139,shifted_test,0.837728,1.04287
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.538219,shifted_test_0140,shifted_test,0.656474,0.263693
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.635875,shifted_test_0141,shifted_test,0.845507,1.047434
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.29677,shifted_test_0142,shifted_test,0.543287,0.377807
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.359277,shifted_test_0143,shifted_test,0.566923,0.401597
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.45567,shifted_test_0144,shifted_test,0.404808,-0.011544
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.651806,shifted_test_0145,shifted_test,0.547514,0.334417
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.671857,shifted_test_0146,shifted_test,0.880748,0.733767
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.863273,shifted_test_0147,shifted_test,1.051099,0.609656
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.531403,shifted_test_0148,shifted_test,0.618922,0.838816
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.439608,shifted_test_0149,shifted_test,0.538549,0.352249
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.867669,shifted_test_0150,shifted_test,0.732766,0.473746
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.271235,shifted_test_0151,shifted_test,0.563546,0.318219
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.753996,shifted_test_0152,shifted_test,0.690539,0.972776
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.106132,shifted_test_0153,shifted_test,0.720099,0.23215
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.394369,shifted_test_0154,shifted_test,0.453926,0.001003
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.61059,shifted_test_0155,shifted_test,0.624153,0.280116
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.878855,shifted_test_0156,shifted_test,0.693527,0.974194
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.92403,shifted_test_0157,shifted_test,0.769648,0.772537
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.267679,shifted_test_0158,shifted_test,0.265515,-0.048722
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.589152,shifted_test_0159,shifted_test,0.721082,0.079508
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.398238,shifted_test_0160,shifted_test,0.89563,1.099301
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.200159,shifted_test_0161,shifted_test,0.958616,0.551614
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.058704,shifted_test_0162,shifted_test,0.875856,0.521016
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.019773,shifted_test_0163,shifted_test,1.045357,0.652632
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.659326,shifted_test_0164,shifted_test,0.557254,0.393879
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.936284,shifted_test_0165,shifted_test,0.455914,0.001511
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.57833,shifted_test_0166,shifted_test,0.583865,0.882511
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,-0.06512,shifted_test_0167,shifted_test,0.238488,-0.056626
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.347323,shifted_test_0168,shifted_test,0.538101,0.354589
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.835055,shifted_test_0169,shifted_test,0.557376,0.028006
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.029341,shifted_test_0170,shifted_test,0.082003,-0.118831
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.487615,shifted_test_0171,shifted_test,0.602406,0.851544
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.489793,shifted_test_0172,shifted_test,1.005968,0.57377
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.147702,shifted_test_0173,shifted_test,0.621826,0.935028
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.73581,shifted_test_0174,shifted_test,0.552171,0.389049
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.207926,shifted_test_0175,shifted_test,0.615996,0.044439
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.189425,shifted_test_0176,shifted_test,0.680021,0.064486
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.769036,shifted_test_0177,shifted_test,0.538522,0.366355
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.112459,shifted_test_0178,shifted_test,1.039438,0.596376
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.308879,shifted_test_0179,shifted_test,0.600455,0.917728
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.700832,shifted_test_0180,shifted_test,0.587695,0.869751
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.811953,shifted_test_0181,shifted_test,0.736189,0.223658
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.192379,shifted_test_0182,shifted_test,0.577423,0.408677
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.758151,shifted_test_0183,shifted_test,0.774364,0.200661
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.353677,shifted_test_0184,shifted_test,0.621199,0.045968
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.675632,shifted_test_0185,shifted_test,0.648245,0.267782
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,-0.237698,shifted_test_0186,shifted_test,0.097764,-0.10965
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.301204,shifted_test_0187,shifted_test,0.387342,-0.016027
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.556263,shifted_test_0188,shifted_test,0.537754,0.358187
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.461352,shifted_test_0189,shifted_test,0.251074,-0.0529
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.908177,shifted_test_0190,shifted_test,0.91561,0.721032
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.800014,shifted_test_0191,shifted_test,0.761,0.209385
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.533118,shifted_test_0192,shifted_test,0.336327,-0.029317
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.167521,shifted_test_0193,shifted_test,0.956584,0.550776
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.021403,shifted_test_0194,shifted_test,0.844156,0.746611
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.452592,shifted_test_0195,shifted_test,0.674487,0.453178
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.875794,shifted_test_0196,shifted_test,0.561,0.028988
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.300749,shifted_test_0197,shifted_test,0.616442,0.04457
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.43016,shifted_test_0198,shifted_test,0.537791,0.357449
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.912861,shifted_test_0199,shifted_test,1.053737,0.614378
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.646078,shifted_test_0200,shifted_test,0.620026,0.838081
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.400638,shifted_test_0201,shifted_test,0.87627,1.069475
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.135902,shifted_test_0202,shifted_test,1.05659,0.623815
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.894556,shifted_test_0203,shifted_test,1.037602,0.660174
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.545681,shifted_test_0204,shifted_test,0.941265,0.54465
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.587675,shifted_test_0205,shifted_test,0.877615,1.135797
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.162594,shifted_test_0206,shifted_test,0.736815,0.784432
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.142775,shifted_test_0207,shifted_test,0.709781,0.46587
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.394476,shifted_test_0208,shifted_test,0.62604,0.047403
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.054182,shifted_test_0209,shifted_test,0.642216,0.440568
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.411503,shifted_test_0210,shifted_test,0.754874,0.777824
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.206698,shifted_test_0211,shifted_test,0.795523,0.120176
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.005216,shifted_test_0212,shifted_test,0.601486,0.918741
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.16367,shifted_test_0213,shifted_test,0.238554,-0.056606
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.064062,shifted_test_0214,shifted_test,0.89456,1.112813
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.048175,shifted_test_0215,shifted_test,0.797729,0.762686
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.292224,shifted_test_0216,shifted_test,0.727276,0.228415
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.817281,shifted_test_0217,shifted_test,0.588989,0.415514
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.649841,shifted_test_0218,shifted_test,0.874928,1.068282
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.207831,shifted_test_0219,shifted_test,0.060716,-0.13527
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.018631,shifted_test_0220,shifted_test,1.03303,0.663932
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.644445,shifted_test_0221,shifted_test,0.656029,0.263913
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.239216,shifted_test_0222,shifted_test,0.628937,0.939742
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.574694,shifted_test_0223,shifted_test,0.869041,0.737916
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.053036,shifted_test_0224,shifted_test,0.129818,-0.094448
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.409046,shifted_test_0225,shifted_test,0.636693,0.944549
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.743555,shifted_test_0226,shifted_test,0.861007,0.740738
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.138315,shifted_test_0227,shifted_test,0.84318,0.746949
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.840731,shifted_test_0228,shifted_test,0.718934,0.985957
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.0445,shifted_test_0229,shifted_test,0.785781,0.112408
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.801165,shifted_test_0230,shifted_test,0.907964,0.532227
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.220612,shifted_test_0231,shifted_test,0.583787,0.886889
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.926239,shifted_test_0232,shifted_test,1.012947,0.677416
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.81098,shifted_test_0233,shifted_test,0.756668,1.003015
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.640845,shifted_test_0234,shifted_test,0.868968,1.063354
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,-0.041399,shifted_test_0235,shifted_test,0.16134,-0.081996
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.557195,shifted_test_0236,shifted_test,0.7014,0.977888
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.063114,shifted_test_0237,shifted_test,0.707303,0.465005
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.021646,shifted_test_0238,shifted_test,0.686298,0.970747
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.879887,shifted_test_0239,shifted_test,0.894528,1.094673
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.975015,shifted_test_0240,shifted_test,0.811528,0.143226
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.038566,shifted_test_0241,shifted_test,0.795197,0.119885
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.840662,shifted_test_0242,shifted_test,0.861805,0.740459
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.462902,shifted_test_0243,shifted_test,0.479808,0.007636
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.310417,shifted_test_0244,shifted_test,0.579288,0.306454
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.640251,shifted_test_0245,shifted_test,0.537832,0.361887
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.29418,shifted_test_0246,shifted_test,0.592713,0.9089
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.741014,shifted_test_0247,shifted_test,0.801072,0.761525
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.758491,shifted_test_0248,shifted_test,0.579615,0.410038
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.348413,shifted_test_0249,shifted_test,0.563982,0.399403
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.411181,shifted_test_0250,shifted_test,0.319682,-0.033751
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.441082,shifted_test_0251,shifted_test,0.544505,0.338676
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.083499,shifted_test_0252,shifted_test,0.970572,0.556688
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.118318,shifted_test_0253,shifted_test,1.056778,0.625807
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.238411,shifted_test_0254,shifted_test,0.788022,0.19033
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.579235,shifted_test_0255,shifted_test,0.658835,0.262526
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.239241,shifted_test_0256,shifted_test,0.587037,0.899505
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.616668,shifted_test_0257,shifted_test,0.662756,0.959018
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.853875,shifted_test_0258,shifted_test,0.7709,0.102897
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.897799,shifted_test_0259,shifted_test,0.777591,0.198383
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.791745,shifted_test_0260,shifted_test,0.726424,0.788328
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.730423,shifted_test_0261,shifted_test,0.811506,0.143146
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.845586,shifted_test_0262,shifted_test,0.636092,0.944187
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.045653,shifted_test_0263,shifted_test,0.13038,-0.094209
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.30715,shifted_test_0264,shifted_test,0.752802,1.001266
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.786299,shifted_test_0265,shifted_test,0.729535,0.227222
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.656796,shifted_test_0266,shifted_test,0.619877,0.933672
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.386876,shifted_test_0267,shifted_test,0.593257,0.861209
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.961886,shifted_test_0268,shifted_test,0.618545,0.83907
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.399272,shifted_test_0269,shifted_test,0.761953,1.005414
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.532759,shifted_test_0270,shifted_test,0.558077,0.3946
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.428285,shifted_test_0271,shifted_test,0.471748,0.005566
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.069616,shifted_test_0272,shifted_test,0.17157,-0.078294
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.699421,shifted_test_0273,shifted_test,0.695917,0.975321
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.238745,shifted_test_0274,shifted_test,1.043485,0.600258
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.704017,shifted_test_0275,shifted_test,0.658164,0.262858
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.073642,shifted_test_0276,shifted_test,0.773507,0.201254
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.122069,shifted_test_0277,shifted_test,0.881788,0.733396
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.614795,shifted_test_0278,shifted_test,0.76648,0.205928
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.480351,shifted_test_0279,shifted_test,0.737634,0.475386
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.806215,shifted_test_0280,shifted_test,0.739819,0.78332
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.676196,shifted_test_0281,shifted_test,0.664033,0.814183
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.470432,shifted_test_0282,shifted_test,0.585348,0.89518
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.781412,shifted_test_0283,shifted_test,0.538659,0.366936
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.555075,shifted_test_0284,shifted_test,1.0445,0.653568
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.516357,shifted_test_0285,shifted_test,0.541737,0.375035
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.001742,shifted_test_0286,shifted_test,1.011533,0.576882
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.687755,shifted_test_0287,shifted_test,0.228534,-0.059635
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,-0.280096,shifted_test_0288,shifted_test,0.130425,-0.09419
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.699828,shifted_test_0289,shifted_test,0.668995,0.257532
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.191276,shifted_test_0290,shifted_test,0.157998,-0.083236
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.293851,shifted_test_0291,shifted_test,0.070298,-0.127009
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.073923,shifted_test_0292,shifted_test,0.156322,-0.083864
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.42455,shifted_test_0293,shifted_test,0.637124,0.827777
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.751667,shifted_test_0294,shifted_test,0.8949,1.11168
