baseline_capacity,hidden_need_unobserved_in_real_study,individual_true_effect,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,unit_id
0.59365,0.345503,0.211508,0.817109,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.48873,0.48873,0.700238,0.657545,0,0.651107,618
0.138968,0.383363,0.207833,0.553824,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.585467,0.377634,0.585467,0.40839,1,0.562752,619
0.583514,0.634014,0.210547,0.90665,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.809978,0.599431,0.809978,0.673957,1,0.697127,620
0.546792,0.611278,0.20823,0.459262,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.803009,0.594779,0.803009,0.704335,1,0.62615,621
0.513567,0.239662,0.222068,0.599783,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.542771,0.320703,0.542771,0.333483,1,0.477885,622
0.728105,0.449639,0.238738,0.919331,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.673607,0.434869,0.673607,0.077625,1,0.429578,623
0.484196,0.379384,0.210265,0.787465,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.646754,0.436489,0.646754,0.606526,1,0.642582,624
0.156374,0.326046,0.202287,0.643163,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.614818,0.614818,0.817105,0.560107,0,0.633898,625
0.459762,0.341765,0.224937,0.729519,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.443464,0.443464,0.668402,0.221386,0,0.475551,626
0.634813,0.430449,0.220084,0.752217,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.616613,0.39653,0.616613,0.47402,1,0.567836,627
0.505639,0.564001,0.229192,0.778228,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.46914,0.239948,0.46914,0.149429,1,0.469376,628
0.600549,0.310911,0.235928,0.183667,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.340055,0.340055,0.575983,0.052199,0,0.283079,629
0.721607,0.542625,0.227889,0.597567,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.672822,0.444933,0.672822,0.343981,1,0.479645,630
0.572307,0.574931,0.222829,0.759404,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.568213,0.568213,0.791042,0.358511,0,0.543265,631
0.450361,0.686917,0.223012,0.563679,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.428984,0.428984,0.651995,0.26248,0,0.488737,632
0.148025,0.59763,0.193718,0.464978,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.74332,0.549602,0.74332,0.768074,1,0.698531,633
0.319509,0.69145,0.225922,0.195823,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.386507,0.386507,0.612429,0.09158,0,0.362122,634
0.580486,0.540959,0.224784,0.833547,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.655194,0.43041,0.655194,0.315776,1,0.537334,635
0.305198,0.474835,0.215782,0.559917,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.52795,0.312168,0.52795,0.334349,1,0.518975,636
0.634307,0.422359,0.216161,0.768333,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.601495,0.385334,0.601495,0.571706,1,0.609534,637
0.613863,0.652212,0.206815,0.897408,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.687343,0.687343,0.894158,0.79001,0,0.732426,638
0.147456,0.406573,0.203015,0.19398,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.550125,0.550125,0.753141,0.535214,0,0.539713,639
0.437545,0.451852,0.211361,0.749829,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.621893,0.621893,0.833254,0.544128,0,0.623085,640
0.736894,0.380745,0.224517,0.752978,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.474273,0.474273,0.69879,0.43975,0,0.535835,641
0.156203,0.830944,0.19269,0.600947,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.865751,0.67306,0.865751,0.799897,1,0.747543,642
0.69539,0.459912,0.211381,0.701394,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.797958,0.586576,0.797958,0.737012,1,0.654925,643
0.368719,0.555863,0.219888,0.595487,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.389552,0.389552,0.609439,0.27935,0,0.502212,644
0.550818,0.445324,0.216982,0.267933,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.467212,0.467212,0.684194,0.488566,0,0.484203,645
0.271234,0.701115,0.200817,0.638591,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.896723,0.695906,0.896723,0.68299,1,0.693375,646
0.192798,0.852065,0.193811,0.315439,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.969063,0.775252,0.969063,0.799327,1,0.696185,647
0.635075,0.654256,0.203706,0.959125,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.778523,0.574818,0.778523,0.883661,1,0.769057,648
0.173558,0.451963,0.206345,0.81201,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.559027,0.559027,0.765372,0.471546,0,0.641295,649
0.388726,0.563392,0.224086,0.547313,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.562099,0.338014,0.562099,0.189405,1,0.45292,650
0.632999,0.551876,0.210583,0.543157,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.502237,0.502237,0.712819,0.710185,0,0.629132,651
0.581652,0.591809,0.232283,0.790427,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.519117,0.286833,0.519117,0.129154,1,0.455664,652
0.399787,0.455925,0.215763,0.878433,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.817191,0.601427,0.817191,0.405754,1,0.600093,653
0.492824,0.774248,0.20357,0.546782,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.846434,0.642864,0.846434,0.780366,1,0.690467,654
0.602416,0.679567,0.218125,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.402381,0.402381,0.620506,0.498681,0,0.652341,655
0.225702,0.564102,0.192933,0.468843,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.562335,0.369402,0.562335,0.845958,1,0.714562,656
0.611804,0.313446,0.220691,0.509751,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.721774,0.501082,0.721774,0.441569,1,0.496273,657
0.495158,0.458219,0.209459,0.770104,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.830443,0.620984,0.830443,0.634903,1,0.654803,658
0.312361,0.684736,0.199867,0.449281,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.628206,0.628206,0.828074,0.737587,0,0.671894,659
0.47004,0.727125,0.205989,0.477156,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.807192,0.601203,0.807192,0.702803,1,0.64821,660
0.700269,0.556156,0.236072,0.91269,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.618598,0.382526,0.618598,0.12339,1,0.459808,661
0.479246,0.777366,0.205247,0.67257,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.584981,0.584981,0.790228,0.728265,0,0.696739,662
0.438876,0.547324,0.225206,0.677639,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.634463,0.409257,0.634463,0.199006,1,0.476152,663
0.910263,0.388609,0.241018,0.719585,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.313792,0.313792,0.55481,0.157256,0,0.390904,664
0.506939,0.504772,0.2145,0.865143,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.806479,0.591979,0.806479,0.517698,1,0.631214,665
0.482651,0.701399,0.212394,0.788287,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.819944,0.60755,0.819944,0.552135,1,0.648191,666
0.704159,0.509419,0.223034,0.711823,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.461705,0.461705,0.684739,0.452261,0,0.547925,667
0.499706,0.590364,0.197664,0.89169,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.060413,0.862748,1.060413,0.933169,1,0.782357,668
0.422089,0.487835,0.217979,0.253531,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.484767,0.484767,0.702746,0.36709,0,0.452591,669
0.458491,0.305212,0.214389,0.494913,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.736761,0.522372,0.736761,0.484136,1,0.530999,670
0.646118,0.456829,0.237575,0.708594,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.196748,0.196748,0.434323,0.045204,0,0.384952,671
0.284242,0.552644,0.201581,0.674963,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.784228,0.582647,0.784228,0.673653,1,0.684026,672
0.726391,0.676928,0.222926,0.538389,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.634294,0.411368,0.634294,0.471645,1,0.530775,673
0.384717,0.427909,0.199051,0.832892,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.900713,0.701661,0.900713,0.81226,1,0.738147,674
0.525069,0.396718,0.222553,0.362689,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.605044,0.382491,0.605044,0.329977,1,0.438515,675
0.590169,0.224326,0.225251,0.652834,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.586214,0.360963,0.586214,0.311343,1,0.46818,676
0.123118,0.827899,0.18882,0.391025,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.987501,0.798681,0.987501,0.871849,1,0.739423,677
0.552633,0.147577,0.218371,0.468107,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.456077,0.456077,0.674447,0.455201,0,0.486672,678
0.560669,0.734506,0.201725,0.781686,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.922217,0.720492,0.922217,0.877374,1,0.75228,679
0.485533,0.468344,0.209153,0.793556,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.574068,0.574068,0.783222,0.635314,0,0.661429,680
0.710576,0.525083,0.233513,0.493902,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.545015,0.311502,0.545015,0.195102,1,0.397641,681
0.399031,0.578585,0.2119,0.269537,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.466304,0.466304,0.678204,0.501762,0,0.522498,682
0.550721,0.453038,0.233286,0.66074,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.530296,0.29701,0.530296,0.080881,1,0.401492,683
0.491555,0.430827,0.204961,0.721816,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.745051,0.54009,0.745051,0.744644,1,0.684092,684
0.583389,0.229408,0.221988,0.693115,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.534088,0.534088,0.756075,0.38785,0,0.509631,685
0.290764,0.82502,0.196454,0.705501,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.024396,0.827942,1.024396,0.806726,1,0.752057,686
0.663756,0.52836,0.217782,0.340642,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.668123,0.450341,0.668123,0.553254,1,0.518061,687
0.567705,0.306679,0.226063,0.691255,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.627931,0.401868,0.627931,0.274197,1,0.471304,688
0.224457,0.494972,0.194995,0.652548,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.891122,0.696127,0.891122,0.793463,1,0.723856,689
0.554036,0.449265,0.207188,0.855562,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.786977,0.579789,0.786977,0.735831,1,0.69928,690
0.478095,0.566275,0.205378,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.644381,0.644381,0.849759,0.724115,0,0.736923,691
0.430217,0.285535,0.217802,0.846433,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.737961,0.520159,0.737961,0.377604,1,0.563611,692
0.441834,0.659495,0.207643,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.788639,0.580997,0.788639,0.640308,1,0.719972,693
0.551701,0.355094,0.236077,0.735888,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.109758,0.109758,0.345835,0.011842,0,0.381282,694
0.593947,0.392705,0.227542,0.711561,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.408619,0.408619,0.636161,0.256923,0,0.472409,695
0.419521,0.669495,0.214442,0.616334,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.738216,0.523774,0.738216,0.453589,1,0.58076,696
0.490348,0.71963,0.201644,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.811712,0.610069,0.811712,0.826672,1,0.776639,697
0.741264,0.360883,0.234769,0.726791,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.43988,0.205111,0.43988,0.186724,1,0.424209,698
0.59667,0.479583,0.228468,0.648155,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.454152,0.225685,0.454152,0.235811,1,0.457529,699
0.486652,0.65473,0.208684,0.839513,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.793211,0.584528,0.793211,0.6479,1,0.688715,700
0.386859,0.818523,0.192899,0.740185,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.018664,0.825765,1.018664,0.967666,1,0.794051,701
0.60905,0.708153,0.227188,0.862395,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.59242,0.365231,0.59242,0.277083,1,0.5382,702
0.143757,0.570534,0.187781,0.73159,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.862494,0.674713,0.862494,0.913287,1,0.785733,703
0.458706,0.660361,0.20307,0.600775,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.606116,0.606116,0.809186,0.767282,0,0.691152,704
0.430266,0.532182,0.217245,0.447703,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.394447,0.394447,0.611693,0.391571,0,0.506564,705
0.583009,0.732934,0.212651,0.92685,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.756958,0.544307,0.756958,0.620978,1,0.689612,706
0.63687,0.523795,0.219066,0.755097,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.549459,0.330393,0.549459,0.501014,1,0.586995,707
0.327689,0.600856,0.194467,0.804452,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.647227,0.647227,0.841695,0.884086,0,0.77252,708
0.29827,1.0,0.191319,0.906689,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.911686,0.720367,0.911686,0.940718,1,0.826184,709
0.489946,0.318295,0.204895,0.724952,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.566085,0.566085,0.770981,0.745073,0,0.676452,710
0.64072,0.579657,0.221952,0.647399,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.497234,0.497234,0.719185,0.431749,0,0.540699,711
0.310472,0.567934,0.205299,0.679127,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.774532,0.569233,0.774532,0.600374,1,0.656084,712
0.212529,0.620877,0.223807,0.238926,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.435477,0.435477,0.659284,0.064222,0,0.368064,713
0.666012,0.527371,0.220117,0.568423,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.372763,0.372763,0.59288,0.496579,0,0.542594,714
0.50532,0.479936,0.214517,0.955006,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.703258,0.488741,0.703258,0.516057,1,0.646411,715
0.491048,0.389474,0.208574,0.515158,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.465103,0.465103,0.673677,0.653941,0,0.60662,716
0.669089,0.635607,0.213175,0.544525,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.617597,0.617597,0.830771,0.672451,0,0.617005,717
0.217456,0.59415,0.199747,0.592904,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.693006,0.493259,0.693006,0.669414,1,0.678493,718
0.436202,0.35527,0.212511,0.801861,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.71115,0.498639,0.71115,0.514373,1,0.614136,719
0.638927,0.249796,0.225961,0.504103,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.691128,0.465168,0.691128,0.330181,1,0.440115,720
0.64876,0.603963,0.220792,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.477775,0.477775,0.698567,0.466764,0,0.628253,721
0.0,0.714928,0.182241,0.684087,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.150502,0.968261,1.150502,0.94398,1,0.808341,722
0.651187,0.742605,0.209412,0.650945,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.564632,0.564632,0.774043,0.753099,0,0.678672,723
0.464442,0.649903,0.194951,0.884974,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.800453,0.605503,0.800453,0.974568,1,0.799358,724
0.599219,0.714097,0.199231,0.892257,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.95944,0.760209,0.95944,0.968635,1,0.790349,725
0.485499,0.418412,0.206459,0.54736,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.683943,0.477484,0.683943,0.702651,1,0.635075,726
0.553741,0.541546,0.208662,0.803272,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.801766,0.593104,0.801766,0.698758,1,0.683676,727
0.29432,0.589756,0.193171,0.829665,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.938232,0.745061,0.938232,0.891472,1,0.780859,728
0.655212,0.122586,0.229591,0.734859,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.309033,0.309033,0.538624,0.251635,0,0.443336,729
0.382301,0.354649,0.218761,0.330405,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.390166,0.390166,0.608927,0.317698,0,0.442483,730
0.244175,0.426826,0.220339,0.675787,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.575173,0.354833,0.575173,0.174646,1,0.481928,731
0.454951,0.810035,0.213321,0.737073,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.793444,0.580122,0.793444,0.508179,1,0.63374,732
0.797639,0.290547,0.238999,0.523528,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.593938,0.354939,0.593938,0.123244,1,0.34555,733
0.535425,0.802419,0.208034,0.480148,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.699235,0.491201,0.699235,0.700726,1,0.645813,734
0.264314,0.752819,0.195962,0.900957,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.924645,0.728683,0.924645,0.799187,1,0.777747,735
0.443642,0.381894,0.227214,0.402096,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.40004,0.40004,0.627254,0.15238,0,0.385295,736
0.344726,0.68724,0.202658,0.624632,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.57398,0.57398,0.776638,0.692089,0,0.684346,737
0.48803,0.484449,0.228265,0.321619,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.413739,0.413739,0.642005,0.159393,0,0.374611,738
0.693973,0.340239,0.224523,0.433921,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.620076,0.395554,0.620076,0.407409,1,0.457219,739
0.558046,0.516484,0.210749,0.437223,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.834658,0.623908,0.834658,0.649803,1,0.590893,740
0.76156,0.396657,0.214215,0.840936,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.400028,0.400028,0.614243,0.715801,0,0.660571,741
0.203225,0.30729,0.202764,0.492367,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.41656,0.41656,0.619324,0.583329,0,0.605105,742
0.770514,0.519059,0.239584,0.693258,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.260747,0.260747,0.500331,0.088286,0,0.387657,743
0.382704,0.338843,0.22887,0.458854,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.36533,0.36533,0.5942,0.065279,0,0.367221,744
0.450473,0.751415,0.219392,0.067643,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.364194,0.364194,0.583585,0.353056,0,0.426847,745
0.244479,0.60105,0.226095,0.505423,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.389845,0.389845,0.61594,0.030993,0,0.402912,746
0.190858,0.347659,0.214831,0.546114,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.559633,0.344802,0.559633,0.272373,1,0.49508,747
0.625869,0.312126,0.223984,0.556087,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.44113,0.44113,0.665115,0.36979,0,0.474483,748
0.549334,0.733348,0.203999,0.668017,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.754373,0.550374,0.754373,0.812031,1,0.713451,749
0.702268,0.538668,0.226403,0.577165,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.423379,0.423379,0.649782,0.366626,0,0.486955,750
0.523083,0.519033,0.222059,0.758391,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.51848,0.51848,0.740539,0.34083,0,0.537671,751
0.342767,0.661131,0.201533,0.547274,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.829428,0.627895,0.829428,0.71875,1,0.677869,752
0.48516,0.472428,0.20915,0.885161,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.826664,0.617514,0.826664,0.635131,1,0.678931,753
0.208721,0.601626,0.205281,0.708583,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.746035,0.540754,0.746035,0.52451,1,0.648741,754
0.466517,0.612101,0.21111,0.975958,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.621688,0.621688,0.832797,0.572147,0,0.685951,755
0.511838,0.861887,0.218786,0.675269,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.759518,0.540733,0.759518,0.414238,1,0.581181,756
0.350866,0.594377,0.205223,0.488724,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.762208,0.556985,0.762208,0.632574,1,0.628134,757
0.719726,0.582782,0.226672,0.776666,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.45594,0.45594,0.682611,0.373005,0,0.533387,758
0.464292,0.620887,0.196461,0.758827,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.926517,0.730056,0.926517,0.936702,1,0.768971,759
0.325016,0.520326,0.198842,0.746528,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.712824,0.712824,0.911666,0.77272,0,0.7237,760
0.527481,0.650299,0.207381,0.673597,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.711692,0.504311,0.711692,0.711091,1,0.675539,761
0.770402,0.473008,0.224255,0.798578,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.603933,0.379678,0.603933,0.471421,1,0.561799,762
0.70184,0.425313,0.237249,0.827726,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.298174,0.298174,0.535423,0.095158,0,0.419074,763
0.520813,0.715219,0.216005,0.262134,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.411154,0.411154,0.62716,0.490479,0,0.511494,764
0.474273,0.0,0.230163,0.656167,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.304426,0.304426,0.534589,0.101634,0,0.380975,765
0.572144,0.51063,0.235567,0.293781,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.13962,0.13962,0.375187,0.039934,0,0.316403,766
0.691917,0.288463,0.236056,0.466903,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.287255,0.287255,0.523311,0.117538,0,0.345521,767
0.6863,0.48286,0.238202,0.529756,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.293547,0.293547,0.531748,0.059683,0,0.352129,768
0.850675,0.344515,0.242389,0.626223,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.298567,0.298567,0.540956,0.078276,0,0.346186,769
0.751181,0.587303,0.23417,0.73,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.2791,0.2791,0.513271,0.209127,0,0.452139,770
0.785083,0.53963,0.205741,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.578653,0.578653,0.784393,0.945289,0,0.7715,771
0.775109,0.679792,0.236462,0.770833,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.365517,0.365517,0.601979,0.169773,0,0.449412,772
0.309057,0.471603,0.203837,0.425857,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.574516,0.37068,0.574516,0.635876,1,0.612125,773
0.579021,0.663547,0.216326,0.58719,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.654672,0.438346,0.654672,0.526117,1,0.581999,774
0.338173,0.36445,0.230131,0.607195,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.364307,0.134176,0.364307,0.000347,1,0.379482,775
0.467141,0.960012,0.208205,0.526369,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.583591,0.583591,0.791796,0.645239,0,0.65501,776
0.591664,0.347526,0.234024,0.602676,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.296473,0.296473,0.530498,0.093142,0,0.380407,777
0.776806,0.364712,0.236301,0.656755,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.490534,0.490534,0.726834,0.17509,0,0.400723,778
0.822543,0.428002,0.225841,0.417153,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.60409,0.378249,0.60409,0.470871,1,0.469767,779
0.331741,0.528878,0.212869,0.863702,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.503968,0.503968,0.716836,0.427093,0,0.62046,780
0.263264,0.467175,0.216332,0.370878,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.484541,0.484541,0.700873,0.289143,0,0.465318,781
0.562768,0.28681,0.224105,0.57425,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.342464,0.342464,0.566569,0.319459,0,0.464082,782
0.488184,0.52221,0.230911,0.512229,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.601805,0.370894,0.601805,0.093373,1,0.390248,783
0.411595,0.631254,0.205633,0.661624,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.945632,0.739999,0.945632,0.66788,1,0.670168,784
0.541114,0.672945,0.199674,0.642764,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.673384,0.47371,0.673384,0.913976,1,0.739299,785
0.423731,0.589459,0.211386,0.600762,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.796024,0.584639,0.796024,0.533157,1,0.601954,786
0.62143,0.356481,0.230603,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.626609,0.396007,0.626609,0.201,1,0.503658,787
0.458395,0.44456,0.205966,0.663354,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.730914,0.524947,0.730914,0.694639,1,0.660043,788
0.600924,0.063071,0.234365,0.799948,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.332037,0.332037,0.566402,0.091577,0,0.394753,789
0.070822,0.709377,0.208244,0.54451,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.766225,0.557981,0.766225,0.347011,1,0.573154,790
0.343558,0.478501,0.208776,0.673916,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.656851,0.448075,0.656851,0.538278,1,0.61999,791
0.554661,0.559447,0.214692,0.626872,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.439536,0.439536,0.654229,0.548689,0,0.593613,792
0.327867,0.530767,0.190383,0.855926,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.841369,0.650985,0.841369,0.98632,1,0.80383,793
0.439169,0.537302,0.200075,0.72039,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.725016,0.524941,0.725016,0.827503,1,0.725961,794
0.719898,0.536826,0.217334,0.940897,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.763355,0.546021,0.763355,0.606571,1,0.65533,795
0.186809,0.547898,0.222814,0.292992,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.298495,0.298495,0.521309,0.069752,0,0.378282,796
0.676882,0.500462,0.218643,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.664353,0.44571,0.664353,0.541578,1,0.644851,797
0.397842,0.264343,0.21411,0.620972,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.658615,0.444504,0.658615,0.445619,1,0.546566,798
0.603361,0.627026,0.218974,0.720625,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.686289,0.467315,0.686289,0.478172,1,0.583978,799
0.256626,0.605515,0.207699,0.558461,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.66493,0.45723,0.66493,0.499988,1,0.603593,800
