baseline_capacity,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,true_effect,unit_id
0.317317,0.817811,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.862978,0.682978,0.862978,0.444665,1,0.633216,0.18,376
0.514125,0.725259,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.514128,0.334128,0.514128,0.32647,1,0.532928,0.18,377
0.222221,0.83825,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.175839,0.175839,0.355839,0.011563,0,0.460559,0.18,378
0.583376,0.584182,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.53363,0.35363,0.53363,0.732697,1,0.666988,0.18,379
0.485973,0.709836,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.539048,0.359048,0.539048,0.137726,1,0.448972,0.18,380
0.575107,0.937125,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.524321,0.524321,0.704321,0.772524,0,0.748173,0.18,381
0.367509,0.576561,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.710847,0.530847,0.710847,0.644997,1,0.659124,0.18,382
0.621219,0.404152,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.417113,0.237113,0.417113,0.361673,1,0.460586,0.18,383
0.562925,0.476966,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.628068,0.448068,0.628068,0.540758,1,0.565835,0.18,384
0.297307,0.266801,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.245937,0.245937,0.425937,0.074479,0,0.353383,0.18,385
0.393764,0.660894,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.368344,0.368344,0.548344,0.273815,0,0.512851,0.18,386
0.408484,0.563748,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.658323,0.478323,0.658323,0.782374,1,0.704861,0.18,387
0.426801,0.71272,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.711719,0.531719,0.711719,0.795596,1,0.734474,0.18,388
0.384344,0.688699,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.43185,0.43185,0.61185,0.067538,0,0.428198,0.18,389
0.41887,0.76939,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.530912,0.350912,0.530912,0.426038,1,0.600608,0.18,390
0.633612,0.883641,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.56713,0.56713,0.74713,0.975022,0,0.797404,0.18,391
0.545318,0.761504,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.279972,0.279972,0.459972,0.403157,0,0.570489,0.18,392
0.554201,0.667765,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.559444,0.379444,0.559444,0.925213,1,0.756549,0.18,393
0.436704,0.631486,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.557814,0.377814,0.557814,0.279341,1,0.502282,0.18,394
0.574242,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.516857,0.336857,0.516857,0.146634,1,0.504849,0.18,395
0.828185,0.387242,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.325742,0.145742,0.325742,0.128318,1,0.327961,0.18,396
0.697641,0.419893,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.233274,0.233274,0.413274,0.157142,0,0.364051,0.18,397
0.35229,0.38192,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.245678,0.245678,0.425678,0.063585,0,0.365124,0.18,398
0.294194,0.203122,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.39039,0.39039,0.57039,0.25366,0,0.41651,0.18,399
0.639273,0.850742,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.55895,0.37895,0.55895,0.541009,1,0.635508,0.18,400
0.552765,0.826035,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.358425,0.358425,0.538425,0.411335,0,0.587145,0.18,401
0.431338,0.991448,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.700304,0.520304,0.700304,0.911896,1,0.813803,0.18,402
0.302803,0.669107,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.636878,0.456878,0.636878,0.704871,1,0.708742,0.18,403
0.824606,0.574584,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.519986,0.339986,0.519986,0.338892,1,0.45819,0.18,404
0.516064,0.559172,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.31654,0.13654,0.31654,0.30407,1,0.48524,0.18,405
0.455452,0.597625,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.706552,0.526552,0.706552,0.407171,1,0.549215,0.18,406
0.63552,0.662303,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.515023,0.335023,0.515023,0.071508,1,0.387811,0.18,407
0.716957,0.767478,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.559913,0.379913,0.559913,0.456309,1,0.570015,0.18,408
0.389548,0.069376,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.528567,0.348567,0.528567,0.491645,1,0.478431,0.18,409
0.887974,0.765374,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.289855,0.289855,0.469855,0.087402,0,0.380689,0.18,410
0.651767,0.880029,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.802036,0.622036,0.802036,0.893653,1,0.770218,0.18,411
0.821155,0.66069,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.456711,0.276711,0.456711,0.445933,1,0.526128,0.18,412
0.467517,0.885639,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.789959,0.609959,0.789959,0.767662,1,0.749952,0.18,413
0.448627,0.710703,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.423956,0.243956,0.423956,0.20823,1,0.486321,0.18,414
0.283278,0.758515,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.835814,0.655814,0.835814,0.480558,1,0.640538,0.18,415
0.599468,0.819389,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.329579,0.329579,0.509579,0.195403,0,0.482381,0.18,416
0.541627,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.457633,0.457633,0.637633,0.370335,0,0.608646,0.18,417
0.624382,0.445786,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.462808,0.282808,0.462808,0.114942,1,0.362039,0.18,418
0.470846,0.893469,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.790706,0.610706,0.790706,0.864542,1,0.782073,0.18,419
0.342155,0.536921,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.619248,0.619248,0.799248,0.519925,0,0.601999,0.18,420
0.402805,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.643558,0.463558,0.643558,0.830008,1,0.79451,0.18,421
0.503677,0.5063,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.406058,0.226058,0.406058,0.51182,1,0.568256,0.18,422
0.420839,0.50182,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.630486,0.450486,0.630486,0.289964,1,0.480278,0.18,423
0.605636,0.285226,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,-0.011206,-0.011206,0.168794,0.073268,0,0.315443,0.18,424
0.497677,0.550832,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.430751,0.250751,0.430751,0.169317,1,0.426025,0.18,425
0.379836,0.655568,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.640708,0.460708,0.640708,0.806305,1,0.733697,0.18,426
0.585697,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.763329,0.583329,0.763329,0.889489,1,0.794074,0.18,427
0.0,0.665768,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.664936,0.484936,0.664936,0.904792,1,0.806561,0.18,428
0.464928,0.864201,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.533709,0.353709,0.533709,0.358531,1,0.585205,0.18,429
0.294703,0.811226,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.940993,0.760993,0.940993,0.996019,1,0.824352,0.18,430
0.417949,0.471573,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.656894,0.476894,0.656894,0.353943,1,0.502686,0.18,431
0.947758,0.861627,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.41208,0.41208,0.59208,0.51097,0,0.580921,0.18,432
0.644621,0.595757,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.443148,0.443148,0.623148,0.453116,0,0.541161,0.18,433
0.696977,0.549544,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.362376,0.362376,0.542376,0.178583,0,0.400797,0.18,434
0.876943,0.73108,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.470347,0.290347,0.470347,0.522577,1,0.567693,0.18,435
0.705935,0.800304,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.634429,0.454429,0.634429,0.613215,1,0.64577,0.18,436
0.446693,0.649264,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.237197,0.237197,0.417197,0.235872,0,0.485227,0.18,437
0.674653,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.504638,0.504638,0.684638,0.717824,0,0.728553,0.18,438
0.428442,0.645416,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.404655,0.224655,0.404655,0.127173,1,0.438494,0.18,439
0.558213,0.811898,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.582102,0.402102,0.582102,0.238358,1,0.506206,0.18,440
0.274649,0.325729,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.668146,0.488146,0.668146,0.349957,1,0.489574,0.18,441
0.333913,0.526032,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.282786,0.282786,0.462786,0.360606,0,0.530505,0.18,442
0.450996,0.910756,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.675232,0.495232,0.675232,0.596664,1,0.694889,0.18,443
0.333508,0.533745,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.490396,0.310396,0.490396,0.406855,1,0.552952,0.18,444
0.733555,0.556756,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.140758,0.140758,0.320758,0.011115,0,0.327603,0.18,445
0.507802,0.684735,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.388107,0.388107,0.568107,0.494077,0,0.598908,0.18,446
0.338007,0.471592,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.449764,0.269764,0.449764,0.113555,1,0.407582,0.18,447
0.548951,0.386567,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.385145,0.385145,0.565145,0.405987,0,0.487332,0.18,448
0.162021,0.673575,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.769733,0.589733,0.769733,0.809182,1,0.762336,0.18,449
0.400084,0.547181,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.705582,0.525582,0.705582,0.727353,1,0.681711,0.18,450
0.625108,0.483578,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.224282,0.224282,0.404282,0.047952,0,0.342194,0.18,451
0.625683,0.725433,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.537759,0.357759,0.537759,0.27774,1,0.494353,0.18,452
0.357856,0.729981,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.660515,0.480515,0.660515,0.635123,1,0.686862,0.18,453
0.43666,0.940066,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.489662,0.489662,0.669662,0.489795,0,0.660538,0.18,454
0.544426,0.671722,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.511421,0.331421,0.511421,0.168091,1,0.445334,0.18,455
0.287508,0.600564,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.526825,0.526825,0.706825,0.646202,0,0.675061,0.18,456
0.119313,0.869967,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.603693,0.423693,0.603693,0.661004,1,0.750483,0.18,457
0.786715,0.41959,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.103701,0.103701,0.283701,0.08782,0,0.323809,0.18,458
0.601133,0.73743,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.597463,0.417463,0.597463,0.576212,1,0.631857,0.18,459
0.210385,0.761214,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.87309,0.69309,0.87309,0.9445,1,0.811374,0.18,460
0.597166,0.547635,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.178619,0.178619,0.358619,0.085947,0,0.375024,0.18,461
0.807032,0.757248,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.433832,0.253832,0.433832,0.595583,1,0.615231,0.18,462
0.566102,0.429351,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.18625,0.18625,0.36625,0.268163,0,0.432772,0.18,463
0.63347,0.717448,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.600588,0.420588,0.600588,0.665757,1,0.660155,0.18,464
0.697342,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.403105,0.403105,0.583105,0.43199,0,0.612819,0.18,465
0.272432,0.872189,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.814934,0.634934,0.814934,0.705947,1,0.748799,0.18,466
0.339005,0.254387,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.562023,0.382023,0.562023,0.435845,1,0.502517,0.18,467
0.470724,0.487146,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.602597,0.422597,0.602597,0.329334,1,0.487203,0.18,468
0.505261,0.41306,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.340955,0.340955,0.520955,0.632818,0,0.600529,0.18,469
0.642437,0.847362,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.67097,0.67097,0.85097,0.685856,0,0.692473,0.18,470
0.79832,0.95648,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.308323,0.128323,0.308323,0.256948,1,0.511085,0.18,471
0.445381,0.589734,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.48718,0.30718,0.48718,0.211085,1,0.460951,0.18,472
0.203081,0.434136,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.601867,0.421867,0.601867,0.310659,1,0.507015,0.18,473
0.486702,0.657246,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.172507,0.172507,0.352507,0.103237,0,0.421974,0.18,474
0.697514,0.662391,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.574708,0.574708,0.754708,0.707463,0,0.657253,0.18,475
0.597636,0.548323,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.522154,0.342154,0.522154,0.084151,1,0.374345,0.18,476
0.233761,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.735211,0.555211,0.735211,0.799409,1,0.801974,0.18,477
0.430874,0.911905,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.667106,0.487106,0.667106,0.725919,1,0.744377,0.18,478
0.599449,0.866868,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.742151,0.562151,0.742151,0.752569,1,0.726142,0.18,479
0.542375,0.680779,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.725529,0.545529,0.725529,0.656649,1,0.661334,0.18,480
0.661248,0.750033,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.699588,0.519588,0.699588,0.596926,1,0.634773,0.18,481
0.380844,0.424096,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.320362,0.320362,0.500362,0.07254,0,0.37373,0.18,482
0.771333,0.535073,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.278874,0.098874,0.278874,0.070415,1,0.341979,0.18,483
0.271081,0.771105,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.584517,0.584517,0.764517,0.928643,0,0.802644,0.18,484
0.434805,0.512438,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.490142,0.490142,0.670142,0.933992,0,0.746777,0.18,485
0.545227,0.819922,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.819732,0.639732,0.819732,0.882909,1,0.76853,0.18,486
0.6592,0.550573,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.106621,0.106621,0.286621,0.010488,0,0.33601,0.18,487
0.749669,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.783938,0.603938,0.783938,0.932069,1,0.790497,0.18,488
0.168028,0.408813,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.550425,0.550425,0.730425,0.790999,0,0.709079,0.18,489
0.791985,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.718284,0.538284,0.718284,0.889654,1,0.77315,0.18,490
0.479137,0.740648,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.613432,0.433432,0.613432,0.956399,1,0.785939,0.18,491
0.405685,0.742188,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.665585,0.485585,0.665585,0.534931,1,0.642776,0.18,492
0.567039,0.89318,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.812535,0.632535,0.812535,0.594342,1,0.675563,0.18,493
0.374164,0.450663,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.647531,0.467531,0.647531,0.821945,1,0.702786,0.18,494
0.277183,0.597254,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.763621,0.583621,0.763621,0.958484,1,0.785244,0.18,495
0.517994,0.690918,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.845855,0.665855,0.845855,0.955368,1,0.77394,0.18,496
0.627406,0.838789,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.45335,0.27335,0.45335,0.566877,1,0.645392,0.18,497
0.403789,0.844566,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.857199,0.677199,0.857199,0.728441,1,0.736728,0.18,498
0.326052,0.476322,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.633048,0.633048,0.813048,0.843351,0,0.721334,0.18,499
0.823488,0.556382,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.608274,0.428274,0.608274,0.322389,1,0.446938,0.18,500
0.693674,0.550599,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.432671,0.252671,0.432671,0.025363,1,0.337375,0.18,501
0.597199,0.532757,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.54377,0.36377,0.54377,0.422678,1,0.520484,0.18,502
0.622839,0.272494,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.073545,0.073545,0.253545,0.08893,0,0.316829,0.18,503
0.168876,0.679309,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.912108,0.732108,0.912108,0.786012,1,0.754892,0.18,504
0.49161,0.623322,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.498093,0.498093,0.678093,0.706606,0,0.676539,0.18,505
0.510717,0.696786,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.532033,0.352033,0.532033,0.235835,1,0.486298,0.18,506
0.551008,0.676393,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.639484,0.459484,0.639484,0.450272,1,0.571663,0.18,507
0.678457,0.573251,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.489538,0.489538,0.669538,0.824896,0,0.688618,0.18,508
0.695046,0.564855,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.34031,0.34031,0.52031,0.371923,0,0.490202,0.18,509
0.919486,0.692072,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.568271,0.388271,0.568271,0.504723,1,0.544798,0.18,510
0.426098,0.692632,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.642041,0.462041,0.642041,0.611727,1,0.661239,0.18,511
0.391841,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.811411,0.631411,0.811411,0.874859,1,0.808399,0.18,512
0.739351,0.928595,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.573012,0.393012,0.573012,0.780756,1,0.730564,0.18,513
0.580347,0.764447,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.543325,0.543325,0.723325,0.786275,0,0.722137,0.18,514
0.528517,0.674251,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.426513,0.246513,0.426513,0.248473,1,0.484247,0.18,515
0.523383,0.694587,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.667537,0.487537,0.667537,0.763107,1,0.707793,0.18,516
0.469003,0.84091,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.816003,0.636003,0.816003,0.855316,1,0.77118,0.18,517
0.378287,0.954413,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.790693,0.610693,0.790693,0.69511,1,0.747099,0.18,518
0.69808,0.477861,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.156796,0.156796,0.336796,0.010233,0,0.316403,0.18,519
0.851251,0.45785,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.522784,0.342784,0.522784,0.151884,1,0.348578,0.18,520
0.408316,0.735507,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.668681,0.488681,0.668681,0.67235,1,0.695762,0.18,521
0.208586,0.811619,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.924141,0.744141,0.924141,0.959257,1,0.822294,0.18,522
0.375755,0.456628,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.405879,0.225879,0.405879,0.089407,1,0.388516,0.18,523
0.491895,0.439289,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.602434,0.422434,0.602434,0.658806,1,0.619181,0.18,524
0.629888,0.612283,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.572785,0.392785,0.572785,0.789605,1,0.688778,0.18,525
0.295524,0.60429,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.544954,0.544954,0.724954,0.474961,0,0.603837,0.18,526
0.425344,0.404527,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.510061,0.330061,0.510061,0.203717,1,0.419594,0.18,527
0.096809,0.59984,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.413342,0.233342,0.413342,0.294195,1,0.552635,0.18,528
0.35158,0.894536,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.821233,0.641233,0.821233,0.991085,1,0.828934,0.18,529
0.838005,0.853675,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.645489,0.465489,0.645489,0.472034,1,0.578145,0.18,530
0.314389,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.807993,0.627993,0.807993,0.818877,1,0.799848,0.18,531
0.493907,0.395204,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.398414,0.398414,0.578414,0.591701,0,0.580397,0.18,532
0.684002,0.809427,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.679743,0.499743,0.679743,0.700882,1,0.685609,0.18,533
0.522882,0.784336,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.53043,0.35043,0.53043,0.65433,1,0.683514,0.18,534
0.702643,0.834141,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.618152,0.438152,0.618152,0.486342,1,0.599782,0.18,535
0.662916,0.750867,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.499885,0.499885,0.679885,0.409411,0,0.553537,0.18,536
0.39511,0.738907,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.257884,0.257884,0.437884,0.110443,0,0.456795,0.18,537
0.259542,0.394477,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.760365,0.580365,0.760365,0.877068,1,0.726717,0.18,538
0.358149,0.660074,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.667119,0.487119,0.667119,0.625648,1,0.669371,0.18,539
0.458237,0.796536,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.754189,0.574189,0.754189,0.776596,1,0.738814,0.18,540
0.177712,0.347699,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.67032,0.49032,0.67032,0.74743,1,0.679544,0.18,541
0.611325,0.600784,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.792679,0.612679,0.792679,0.934963,1,0.742087,0.18,542
0.677056,0.880435,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.17971,0.17971,0.35971,0.003354,0,0.399439,0.18,543
0.833478,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.475961,0.475961,0.655961,0.655347,0,0.68558,0.18,544
0.697722,0.680912,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.593845,0.413845,0.593845,0.766499,1,0.684361,0.18,545
0.295759,0.745787,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.922562,0.742562,0.922562,0.881397,1,0.782495,0.18,546
0.461591,0.42235,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.525078,0.345078,0.525078,0.103947,1,0.375256,0.18,547
0.526024,0.717156,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.559154,0.379154,0.559154,0.399739,1,0.562018,0.18,548
0.588257,0.415081,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.148235,0.148235,0.328235,0.032644,0,0.327256,0.18,549
0.478623,0.857879,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.651042,0.471042,0.651042,0.454042,1,0.622975,0.18,550
0.31351,0.466093,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.484817,0.304817,0.484817,0.145875,1,0.42408,0.18,551
0.392271,0.762817,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.830684,0.650684,0.830684,0.85594,1,0.767074,0.18,552
0.555813,0.542604,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.279491,0.279491,0.459491,0.011939,0,0.348951,0.18,553
0.749106,0.854478,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.434252,0.254252,0.434252,0.497124,1,0.60214,0.18,554
0.471054,0.737411,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.678424,0.498424,0.678424,0.452435,1,0.597587,0.18,555
0.528196,0.973022,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.518426,0.518426,0.698426,0.828753,0,0.777397,0.18,556
0.696263,0.400006,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.384454,0.204454,0.384454,0.056234,1,0.3194,0.18,557
0.575564,0.660187,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.27017,0.27017,0.45017,0.196008,0,0.450573,0.18,558
0.680545,0.572902,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.285419,0.285419,0.465419,0.155089,0,0.39806,0.18,559
0.55953,0.758163,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.542275,0.362275,0.542275,0.329937,1,0.535071,0.18,560
0.511071,0.769665,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.227165,0.227165,0.407165,0.392861,0,0.572781,0.18,561
0.328433,0.38617,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.65253,0.47253,0.65253,0.379656,1,0.508468,0.18,562
0.454928,0.480769,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.598212,0.418212,0.598212,0.671939,1,0.638584,0.18,563
